"labID","age","error","depth"
"436083",311,394,6
"436084",634,500.5,11
"436085",941,508.5,16
"436086",1259,459.5,21
"436087",1595,344,26
"436088",1963,148,31
"436089",2608,895,36
"436090",3307,1249.5,41
"436091",4034,1574,46
"436092",4875,1650.5,51
"436093",5722,1722,56
"436094",6472,1690.5,61
"436095",7267,1712.5,66
"436096",8027,1513.5,71
"436097",8769,956.5,76
"436098",9457,257.5,81
"436099",9703,305,85
"436100",9857,288.5,89
"436101",10052,239.5,94
"436102",10359,359,99
"436103",10739,535,104
"436104",10934,570.5,109
"436105",11050,587,114
"436106",11160,590.5,119
"436107",11268,602.5,124
"436108",11371,601.5,129
"436109",11477,601,134
"436110",11586,597,139
"436111",11696,603,144
"436112",11805,609,149
"436113",11913,604.5,154
"436114",12025,601,159
"436115",12137,591.5,164
"436116",12226,576,169
"436117",12306,539,174
"436118",12336,521,176
"436119",12715,387,204
"436120",12769,374.5,209
"436121",12815,381.5,214
"436122",12857,393.5,219
"436123",12902,425.5,224
"436124",12951,470.5,229
"436125",13197,541,234
"436126",13509,650.5,239
"436127",13826,690.5,244
"436128",14157,695.5,249
"436129",14477,690.5,254
"436130",14797,611,259
"436131",15127,463.5,264
"436132",15438,339.5,269
"436133",15685,348,274
"436134",15776,349,276
"436135",17759,1487.5,299
"436136",18258,1768.5,303
"436137",18767,1946.5,308
"436138",19271,2088,313
"436139",19767,2237.5,318
"436140",20261,2394.5,323
"436141",20758,2558,328
"436142",21271,2711,333
"436143",21777,2826.5,338
"436144",22493,3012.5,345
"436145",22809,3053.5,348
"436146",23324,3183.5,353
"436147",23820,3262,358
"436148",24317,3336.5,363
"436149",24828,3392,368
