depth	min	max	median	mean
1	-70	-9	-43	-42
2	-59	-2	-35	-34
4	-48	14	-16	-17
6	-42	45	-1	0
8	-17	56	17	17
10	-5	70	35	34
12	17	82	51	51
14	44	86	66	66
16	61	98	82	81
18	79	123	101	101
20	88	165	119	121
22	101	194	139	141
24	116	211	161	161
28	154	259	202	203
32	191	313	249	250
36	218	422	306	310
40	261	500	364	368
44	304	580	428	432
48	348	654	495	496
52	401	721	558	560
56	445	803	627	629
60	503	865	694	694
64	575	929	761	758
68	646	996	826	824
72	707	1061	891	889
76	763	1133	955	951
80	846	1175	1017	1015
84	919	1220	1080	1077
88	977	1289	1141	1138
92	1027	1364	1196	1196
100	1124	1513	1311	1310
108	1227	1627	1418	1418
116	1318	1756	1527	1530
120	1381	1819	1587	1589
128	1487	1939	1699	1703
140	1627	2115	1872	1873
150	1783	2268	2019	2023
160	1906	2418	2165	2167
170	2074	2574	2315	2318
180	2233	2712	2469	2471
190	2414	2843	2628	2628
200	2576	2983	2794	2793
210	2821	3149	2995	2993
215	2965	3255	3117	3115
220	3062	3475	3246	3249
230	3281	3877	3551	3557
240	3522	4234	3846	3854
250	3790	4526	4167	4166
260	4147	4769	4490	4475
270	4523	4977	4786	4775
275	4772	5086	4937	4935
280	4919	5427	5124	5139
290	5188	5976	5523	5542
345	6730	7573	7147	7151
350	6903	7696	7298	7299
360	7200	7975	7596	7596
370	7516	8234	7914	7906
380	7976	8474	8238	8235
390	8270	8964	8593	8599
400	8596	9369	8978	8980
410	8985	9723	9350	9348
420	9322	10056	9709	9706
430	9678	10412	10063	10059
440	10054	10709	10387	10384
450	10376	10987	10687	10683
460	10576	11297	10921	10928
470	10794	11587	11151	11158
480	10968	11842	11357	11369
490	11124	12083	11552	11562
500	11282	12324	11749	11758
510	11397	12519	11926	11931
