depth	min	max	median	mean
1050	1708	2278	1989	1994
1052.5	1771	2307	2043	2046
1055	1823	2367	2095	2098
1057.5	1908	2428	2169	2170
1060	1936	2533	2246	2242
1062.5	2043	2629	2357	2360
1065	2112	2830	2468	2478
1067.5	2352	2941	2663	2660
1070	2470	3189	2849	2842
1072.5	2747	3316	3056	3051
1075	2912	3576	3266	3259
1077.5	3118	3679	3464	3445
1080	3252	3932	3644	3630
1082.5	3530	4071	3881	3865
1085	3746	4394	4106	4099
1087.5	3974	4484	4309	4292
1090	4135	4736	4507	4484
1092.5	4417	4863	4705	4689
1095	4584	5121	4902	4894
1097.5	4864	5275	5119	5105
1100	5022	5550	5327	5315
1102.5	5265	5729	5537	5527
1105	5393	6029	5748	5738
1110	5774	6458	6135	6131
1115	6123	6685	6428	6422
1120	6410	6980	6703	6703
1125	6718	7231	7003	6992
1128	6897	7354	7159	7149
1133	7193	7601	7407	7404
1135	7259	7734	7506	7505
1138	7453	7844	7680	7671
1140	7526	8004	7788	7782
1143	7739	8136	7946	7943
1145	7802	8300	8045	8050
1148	7986	8438	8215	8215
1153	8229	8723	8485	8483
1158	8484	8967	8740	8735
1160	8543	9087	8839	8832
1162	8672	9149	8925	8924
1168	8919	9537	9208	9209
1178	9298	10083	9676	9680
1188	9655	10474	10072	10071
1198	10015	10814	10412	10420
1208	10267	11131	10686	10691
1218	10450	11397	10901	10908
1228	10603	11596	11085	11094
