depth	min	max	median	mean
0	279	867	561	562
10	615	1812	1141	1162
20	1105	2623	1806	1820
30	1730	3308	2485	2501
40	2373	3921	3237	3202
50	3364	4417	3927	3909
60	3874	5309	4507	4529
70	4322	5926	5118	5126
80	4836	6559	5698	5699
90	5431	7183	6324	6317
100	6027	7784	6919	6912
110	6670	8282	7463	7467
120	7244	8763	8032	8015
130	7869	9175	8619	8586
140	8652	9557	9107	9103
150	9047	9899	9469	9465
160	9383	10148	9765	9764
170	9660	10396	10037	10032
180	9889	10613	10276	10268
190	10167	10825	10498	10499
195	10290	10917	10598	10597
200	10387	11048	10689	10691
205	10460	11109	10777	10775
210	10527	11183	10858	10858
215	10599	11288	10937	10944
225	10730	11480	11099	11103
235	10866	11696	11260	11267
245	11011	11870	11423	11425
