depth	min	max	median	mean
0	-60	324	90	97
30	253	899	540	551
40	381	1097	693	705
50	513	1279	849	859
60	642	1426	1002	1010
70	810	1624	1152	1170
80	942	1804	1314	1335
90	1094	1961	1493	1498
120	1581	2478	2012	2016
130	1759	2648	2186	2197
140	1945	2838	2366	2369
150	2116	3005	2542	2548
160	2269	3196	2717	2729
170	2450	3342	2896	2899
180	2616	3516	3071	3069
190	2829	3671	3265	3262
200	2981	3863	3440	3437
210	3180	4030	3603	3610
220	3387	4201	3781	3785
230	3546	4371	3960	3954
250	3879	4693	4268	4272
260	4042	4831	4429	4431
270	4194	4992	4586	4595
280	4338	5166	4741	4747
290	4501	5325	4879	4894
300	4630	5477	5031	5038
310	4758	5629	5162	5171
320	4881	5778	5286	5300
330	5015	5912	5427	5434
340	5114	6043	5552	5562
350	5215	6211	5671	5686
360	5342	6368	5796	5809
380	5594	6661	6042	6065
390	5713	6848	6167	6195
400	5835	7021	6317	6335
410	5938	7275	6466	6490
420	6084	7621	6629	6663
430	6215	8078	6807	6845
440	6346	8605	6996	7055
450	6495	8963	7183	7251
455	6557	9185	7283	7347
460	6636	9303	7377	7448
465	6725	9533	7465	7550
470	6801	9735	7564	7649
475	6886	9863	7648	7742
480	6953	9963	7731	7824
485	7018	10067	7814	7905
490	7069	10132	7913	7995
495	7148	10212	7992	8076
497	7178	10221	8023	8110
