depth	min	max	median	mean
65	-73	28	-51	-44
85	-5	185	74	77
105	93	326	204	204
125	205	482	335	337
145	335	642	478	481
165	468	794	635	634
185	608	985	788	788
205	760	1151	950	954
225	919	1334	1126	1128
245	1102	1527	1302	1304
255	1178	1628	1395	1397
265	1261	1734	1496	1495
285	1455	1933	1704	1705
305	1688	2178	1929	1929
315	1797	2293	2039	2043
325	1916	2429	2175	2170
335	2049	2581	2311	2311
345	2180	2726	2467	2461
355	2339	2909	2617	2616
365	2492	3102	2786	2788
375	2685	3286	2962	2969
385	2850	3491	3151	3156
395	3030	3687	3347	3346
405	3197	3894	3542	3536
415	3339	4118	3726	3732
425	3527	4315	3913	3917
435	3689	4510	4097	4099
445	3837	4725	4279	4279
455	3964	4969	4454	4459
460	4079	5060	4532	4540
472	4241	5245	4718	4729
