depth	min	max	median	mean
2	-73	84	-30	-20
4	-63	102	-12	-3
6	-58	119	5	13
8	-47	141	23	30
10	-39	161	41	46
12	-34	189	57	63
14	-14	206	79	83
16	0	230	102	104
18	18	257	125	127
20	36	280	151	151
22	49	313	176	175
24	86	344	208	209
26	108	397	240	243
28	152	455	289	291
30	188	528	349	353
32	213	643	406	415
34	365	775	566	569
36	434	995	730	724
38	599	1187	898	892
40	789	1329	1083	1073
42	890	1614	1262	1255
44	1142	1711	1442	1437
46	1309	1928	1624	1619
48	1520	2116	1802	1807
50	1738	2263	2006	2001
52	1877	2538	2188	2194
54	2090	2648	2366	2369
56	2211	2845	2554	2543
58	2414	3025	2745	2733
60	2637	3196	2941	2939
62	2775	3512	3146	3144
64	3033	3600	3329	3322
66	3186	3802	3503	3500
68	3372	4021	3709	3703
70	3539	4232	3949	3931
72	3655	4599	4176	4159
74	4160	4947	4638	4621
76	4528	5451	5119	5083
78	5004	5895	5560	5535
80	5565	6317	5997	5975
82	5905	6871	6435	6416
84	6487	7101	6832	6822
86	6907	7481	7239	7228
88	7187	7781	7488	7487
90	7352	7818	7607	7600
92	7440	7946	7719	7714
94	7587	7997	7791	7792
96	7670	8064	7870	7870
98	7757	8142	7942	7942
100	7826	8192	8010	8009
102	7859	8278	8077	8076
104	7964	8313	8136	8138
106	8025	8381	8202	8201
108	8092	8451	8264	8264
110	8138	8498	8325	8327
112	8186	8588	8386	8390
114	8262	8623	8447	8446
116	8303	8674	8502	8501
118	8375	8725	8554	8555
120	8439	8773	8608	8607
122	8473	8847	8659	8660
124	8541	8879	8700	8703
126	8571	8923	8743	8745
128	8600	8966	8782	8785
130	8633	9016	8823	8822
132	8651	9083	8858	8859
