depth	min	max	median	mean
1	-62	99	15	17
10	77	537	268	280
20	318	903	604	605
29	620	1178	899	900
40	934	1541	1237	1238
50	1219	1879	1547	1542
60	1504	2196	1836	1838
70	1790	2467	2118	2120
80	2060	2749	2407	2411
95	2409	3174	2803	2803
112	2830	3617	3219	3219
127	3124	3958	3544	3546
147	3565	4357	3976	3974
167	3990	4742	4383	4377
187	4447	5111	4790	4788
205	4843	5430	5142	5144
220	5131	5662	5426	5420
228	5331	5792	5571	5566
232	5409	5858	5639	5635
238	5517	5953	5733	5735
243	5601	6036	5815	5814
248	5668	6119	5892	5889
257	5787	6241	6028	6025
263	5877	6343	6110	6111
268	5962	6425	6188	6187
277	6102	6582	6316	6322
286	6223	6737	6447	6454
295	6351	6850	6586	6590
297	6389	6880	6614	6619
303	6450	6982	6701	6705
315	6618	7164	6871	6875
324	6721	7330	6991	7003
340	6916	7585	7228	7236
350	7037	7763	7374	7389
363	7203	7992	7561	7572
372	7285	8151	7700	7706
420	7928	8993	8415	8433
429	8035	9136	8561	8568
442	8221	9380	8769	8768
448	8285	9466	8853	8858
458	8439	9642	9011	9013
468	8560	9850	9172	9169
