depth	min	max	median	mean
2.5	158	672	415	416
12.5	287	883	566	576
22.5	410	1090	720	733
32.5	564	1264	893	903
42.5	740	1482	1084	1089
52.5	900	1737	1282	1293
62.5	1091	1999	1511	1524
72.5	1291	2282	1769	1774
82.5	1526	2621	2047	2054
92.5	1803	2989	2346	2354
102.5	2114	3305	2665	2683
112.5	2464	3672	3043	3053
122.5	2753	4063	3426	3421
132.5	3152	4405	3805	3801
142.5	3560	4763	4190	4180
152.5	3927	5135	4545	4539
162.5	4291	5420	4865	4860
172.5	4622	5721	5165	5175
182.5	4971	5964	5436	5447
192.5	5213	6207	5695	5697
202.5	5431	6416	5931	5930
212.5	5695	6640	6122	6138
222.5	5892	6804	6305	6322
232.5	6054	6969	6489	6495
242.5	6248	7107	6652	6655
252.5	6407	7242	6798	6806
262.5	6533	7380	6942	6948
272.5	6676	7530	7079	7084
282.5	6808	7633	7206	7214
292.5	6952	7775	7337	7345
302.5	7056	7894	7468	7474
312.5	7215	8015	7597	7602
322.5	7342	8160	7726	7732
332.5	7460	8291	7854	7862
342.5	7577	8432	7989	7994
352.5	7730	8567	8127	8136
362.5	7860	8723	8278	8286
372.5	8005	8920	8436	8442
382.5	8133	9078	8594	8597
392.5	8271	9242	8764	8766
403	8436	9449	8959	8959
413	8593	9650	9154	9143
423	8809	9880	9348	9348
433	8980	10158	9566	9565
443	9129	10470	9779	9789
453	9349	10785	10030	10030
463	9511	11055	10264	10253
473	9703	11347	10468	10473
483	9892	11531	10678	10680
493	10035	11783	10874	10865
499	10125	11857	10964	10971
507.5	10219	12012	11106	11115
517.5	10354	12223	11274	11279
