depth	min	max	median	mean
4.5	-59	-31	-44	-44
12.5	-26	-5	-15	-15
20.5	7	18	12	12
30.5	22	36	29	29
37.5	36	103	60	62
51.5	106	308	188	192
67.5	226	506	352	354
87.5	399	725	557	559
103.5	540	901	723	721
120.5	717	1080	895	894
136.5	879	1246	1063	1062
157.5	1082	1451	1271	1270
173.5	1253	1609	1434	1435
192.5	1461	1788	1626	1625
215.5	1703	1996	1857	1851
233.5	1878	2193	2032	2031
244.5	1981	2288	2136	2135
267.5	2222	2522	2366	2365
281.5	2357	2661	2502	2503
296.5	2515	2802	2653	2655
317.5	2736	3026	2881	2881
325.5	2820	3120	2975	2973
342.5	3020	3326	3177	3177
360.5	3264	3528	3407	3404
375.5	3457	3697	3576	3575
389.5	3612	3852	3729	3729
410.5	3819	4096	3960	3961
421.5	3952	4300	4118	4120
429.5	4053	4470	4250	4254
450.5	4364	4857	4617	4613
466.5	4660	5141	4904	4902
482.5	4984	5420	5185	5189
502.5	5307	5813	5533	5541
516.5	5522	6040	5772	5774
529.5	5715	6295	5997	5998
546.5	6020	6557	6287	6286
562.5	6299	6833	6572	6569
584.5	6682	7170	6940	6937
605.5	7081	7443	7281	7274
621.5	7408	7626	7528	7524
638.5	7591	7789	7690	7689
655.5	7760	8004	7877	7877
662.5	7842	8080	7952	7954
677.5	7995	8267	8126	8126
687.5	8107	8388	8244	8245
693.5	8169	8486	8320	8321
706.5	8316	8682	8496	8496
719.5	8459	8882	8661	8665
732.5	8621	9049	8828	8833
747.5	8798	9260	9026	9028
775.5	9171	9630	9392	9394
790.5	9374	9823	9593	9593
804.5	9573	9999	9779	9783
821.5	9791	10228	10010	10009
832.5	9938	10356	10154	10152
848.5	10174	10556	10361	10364
856.5	10295	10660	10468	10472
868.5	10435	10854	10639	10638
