"labID","age","error","depth"
"428137",488,275,15
"428138",721,258.5,30
"428139",953,245.5,45
"428140",1260,230,65
"428141",1563,218,85
"428142",1863,211,105
"428143",2156,205.5,125
"428144",2443,200,145
"428145",2722,193.5,165
"428146",3064,185.5,190
"428147",3399,173.5,215
"428148",3795,159,245
"428149",4059,149,265
"428150",4389,138,290
"428151",4589,131,305
"428152",4723,129,315
"428153",4992,128,335
"428154",5401,142.5,365
"428155",5676,172,385
"428156",5886,198,400
"428157",6028,217,410
"428158",6173,234,420
"428159",6322,252.5,430
"428160",6476,273.5,440
"428161",6717,311,455
"428162",6973,349,470
"428163",7442,406,495
"428164",7643,424.5,505
"428165",7954,466.5,520
"428166",8270,489,535
"428167",8480,496.5,545
"428168",8688,497.5,555
"428169",8991,498.5,570
"428170",9277,510,585
"428171",9544,527.5,600
"428172",9796,545,615
"428173",10118,527,635
"428174",10354,525.5,650
"428175",10593,516,665
"428176",10837,497,680
"428177",11006,485.5,690
"428178",11178,481.5,700
"428179",11440,483,715
"428180",11615,482.5,725
"428181",11702,481,730
"428182",11788,479,735
"428183",11959,473.5,745
"428184",12126,464.5,755
"428185",12287,453.5,765
"428186",12441,439.5,775
"428187",12586,423,785
"428188",12724,411,795
"428189",12853,406.5,805
"428190",12976,405,815
"428191",13093,408,825
"428192",13205,413,835
"428193",13313,437.5,845
"428194",13419,447,855
"428195",13522,447.5,865
"428196",13625,458,875
"428197",13728,478.5,885
