depth	min	max	median	mean
2.5	-71	27	-47	-40
8.5	-55	82	-1	2
9.5	-52	90	5	8
14.5	-30	130	37	40
16.5	-23	148	48	51
19.5	-10	165	67	70
24.5	15	202	99	102
29.5	45	230	131	133
31.5	52	244	143	145
35.5	77	269	170	172
37.5	93	282	185	185
39.5	107	291	199	199
43.5	134	324	227	228
45.5	147	337	241	242
49.5	176	370	268	269
50.5	183	379	275	276
54.5	215	409	302	304
57.5	234	428	324	325
59.5	245	440	337	339
64.5	275	482	373	375
69.5	312	514	410	412
71.5	325	533	426	427
73.5	336	548	442	443
78.5	371	595	481	483
79.5	382	606	490	491
85.5	430	654	538	538
89.5	455	686	569	569
93.5	489	725	601	603
95.5	506	744	622	621
99.5	544	786	656	657
102.5	564	811	680	684
105.5	593	845	709	713
107.5	605	866	727	732
110.5	631	900	758	760
114.5	676	938	799	801
119.5	719	984	854	856
124.5	776	1041	911	913
129.5	825	1103	969	969
134.5	884	1160	1025	1025
139.5	957	1212	1083	1083
141.5	970	1238	1106	1105
143.5	1001	1254	1130	1130
145.5	1032	1274	1157	1155
147.5	1057	1300	1183	1180
149.5	1083	1322	1205	1205
151.5	1103	1363	1229	1230
153.5	1131	1381	1253	1254
155.5	1151	1405	1279	1279
157.5	1173	1440	1305	1304
159.5	1194	1458	1329	1330
161.5	1211	1487	1353	1355
163.5	1241	1513	1379	1380
168.5	1300	1587	1443	1443
173.5	1360	1651	1506	1509
178.5	1426	1721	1570	1574
183.5	1484	1789	1639	1638
188.5	1551	1852	1705	1705
193.5	1613	1920	1768	1766
198.5	1670	1982	1825	1825
203.5	1732	2034	1886	1884
208.5	1791	2082	1941	1940
213.5	1850	2132	1996	1993
218.5	1898	2179	2047	2046
223.5	1953	2230	2101	2097
227.5	1983	2266	2137	2134
229.75	2006	2287	2158	2155
237.5	2083	2354	2230	2227
241.5	2119	2388	2264	2262
243	2143	2398	2279	2275
248.5	2196	2445	2324	2322
253.5	2237	2488	2365	2363
258.5	2281	2527	2404	2404
263.5	2326	2565	2441	2444
268.5	2367	2605	2479	2481
274	2411	2648	2521	2522
278.5	2443	2673	2556	2556
284.5	2487	2716	2597	2600
287.5	2510	2739	2621	2621
292.5	2549	2774	2658	2658
294.5	2563	2788	2672	2672
296.5	2575	2807	2688	2687
298.5	2595	2821	2704	2703
302.5	2626	2854	2737	2735
304.5	2642	2866	2750	2751
305.5	2650	2877	2759	2759
307.5	2665	2895	2774	2774
309.5	2687	2908	2788	2790
310.5	2692	2914	2795	2798
311.5	2698	2924	2803	2806
316.5	2733	2976	2848	2848
321.5	2771	3018	2891	2891
326.5	2804	3056	2933	2934
331.5	2848	3111	2979	2980
336.5	2903	3162	3027	3027
341.5	2952	3213	3075	3077
346.5	2999	3265	3122	3127
351.5	3047	3322	3177	3180
356.5	3097	3386	3237	3238
361.5	3152	3442	3296	3296
364.5	3193	3478	3333	3334
365.5	3204	3492	3347	3347
367.5	3229	3531	3373	3372
370.5	3262	3575	3413	3413
375.5	3339	3661	3484	3487
380.5	3410	3742	3562	3566
385.5	3490	3826	3647	3649
390.5	3570	3913	3736	3737
395.5	3640	3996	3825	3821
398.5	3693	4049	3876	3874
402.5	3755	4138	3952	3949
405.5	3816	4196	4014	4010
410.5	3907	4308	4120	4118
415.5	4027	4431	4242	4239
420.5	4158	4579	4362	4365
425.5	4299	4688	4492	4493
430.5	4428	4829	4618	4620
435.5	4537	4949	4748	4746
440.5	4667	5070	4871	4871
445.5	4772	5177	4987	4987
450.5	4910	5284	5104	5104
455.5	5031	5381	5213	5213
459.5	5125	5447	5292	5289
462.5	5183	5500	5346	5342
464.5	5218	5524	5376	5375
465.5	5235	5544	5391	5392
467.5	5268	5584	5423	5423
470.5	5312	5622	5465	5467
475.5	5370	5695	5535	5535
480.5	5435	5754	5603	5603
485.5	5519	5826	5670	5671
490.5	5567	5887	5733	5734
495.5	5631	5959	5799	5796
500.5	5695	6023	5860	5859
505.5	5764	6083	5922	5923
510.5	5827	6146	5986	5987
515.5	5889	6215	6046	6048
520.5	5950	6285	6110	6112
525.5	6005	6359	6176	6178
530.5	6062	6426	6243	6245
536	6120	6512	6310	6316
542	6196	6616	6393	6397
