"labID","age","error","depth"
"412952",-5,533.5,0
"412953",91,501,5
"412954",187,468.5,10
"412955",283,436.5,15
"412956",379,404.5,20
"412957",476,373.5,25
"412958",572,344,30
"412959",668,316,35
"412960",764,291,40
"412961",860,268,45
"412962",956,248,50
"412963",1053,231,55
"412964",1149,217.5,60
"412965",1245,209,65
"412966",1341,204.5,70
"412967",1437,204.5,75
"412968",1529,208,80
"412969",1585,194.5,85
"412970",1641,184,90
"412971",1697,176.5,95
"412972",1753,171.5,100
"412973",1809,169.5,105
"412974",1865,171.5,110
"412975",1921,179,115
"412976",1977,193,120
"412977",2033,231,125
"412978",2089,259.5,130
"412979",2145,286.5,135
"412980",2201,315,140
"412981",2257,342.5,145
"412982",2304,321,150
"412983",2350,293,155
"412984",2396,265.5,160
"412985",2442,241,165
"412986",2488,213.5,170
"412987",2534,188.5,175
"412988",2580,165.5,180
"412989",2626,140.5,185
"412990",2672,127.5,190
"412991",2718,120,195
"412992",2764,118,200
"412993",2810,121,205
"412994",2856,128,210
"412995",2872,127,215
"412996",2888,131,220
"412997",2904,138,225
"412998",2921,150.5,230
"412999",2937,164.5,235
"413000",2953,181,240
"413001",2970,199,245
"413002",2986,218,250
"413003",3002,237,255
"413004",3019,257,260
"413005",3035,277,265
"413006",3051,298,270
"413007",3067,319.5,275
"413008",3084,341.5,280
"413009",3100,363,285
"413010",3108,374,287.5
"413011",3116,385,290
