depth	min	max	median	mean
0	-61	285	75	89
20	120	502	300	304
50	430	874	650	650
70	672	1113	899	899
90	938	1397	1163	1165
100	1080	1551	1306	1310
120	1338	1886	1621	1620
150	1815	2412	2124	2122
170	2184	2744	2466	2469
180	2360	2899	2645	2641
200	2710	3284	2997	2997
220	3060	3637	3357	3358
240	3444	4007	3721	3714
260	3781	4333	4061	4063
270	3950	4480	4230	4230
280	4124	4629	4387	4386
300	4404	4937	4692	4685
320	4689	5213	4972	4969
340	4983	5510	5247	5250
350	5113	5650	5394	5392
370	5428	5919	5669	5670
380	5568	6053	5802	5803
400	5817	6314	6067	6060
420	6069	6553	6307	6307
430	6183	6671	6432	6429
450	6444	6914	6680	6677
470	6681	7172	6935	6933
480	6812	7299	7073	7066
500	7098	7582	7344	7344
520	7421	7900	7665	7662
530	7575	8114	7847	7845
550	7947	8517	8217	8221
570	8315	8925	8628	8624
600	8898	9535	9218	9214
620	9271	9877	9572	9570
630	9426	10046	9734	9732
640	9592	10197	9887	9887
650	9731	10367	10036	10043
670	9970	10713	10328	10333
