"labID","age","error","depth"
"562005",3410,373.5,31
"562006",3617,350.5,51
"562014",3669,338,56
"562017",3719,328,61
"562015",3822,310,71
"562019",3872,297,76
"562016",3975,271,86
"562024",4075,242,96
"562020",4178,213,106
"562021",4408,169.5,126
"562007",4514,139.5,136
"562008",4565,153.5,141
"562009",4616,170,146
"562010",4668,184,151
"562011",4718,196.5,156
"562012",4820,215.5,166
"562013",4922,229,176
"562018",5022,234.5,186
"562022",5172,234,201
"562023",5222,237.5,206
"562025",5275,253,211
"562026",5326,263.5,216
"562027",5428,288.5,226
"562029",5530,313,236
"562028",5631,335,246
"562030",5731,357,256
"562031",5831,374,266
"562032",6033,405.5,286
"562033",6137,423,296
