depth	min	max	median	mean
1	-72	64	-38	-29
3	-63	78	-20	-12
6	-55	127	6	14
9	-37	145	34	39
14	-12	198	76	81
17	5	223	105	108
21	37	268	143	144
24	59	293	168	169
27	78	318	194	195
36	146	413	277	278
42	202	459	329	330
47	251	514	373	377
51	278	555	414	416
57	339	626	474	476
61	378	670	517	518
64	413	699	552	554
66	432	734	578	577
68	452	755	603	603
72	497	815	657	657
76	562	883	714	714
82	648	957	798	800
86	699	1010	853	856
91	768	1099	933	932
94	831	1136	979	980
98	892	1195	1043	1042
101	923	1257	1090	1087
106	995	1334	1155	1156
112	1073	1412	1244	1240
116	1116	1465	1295	1295
121	1183	1528	1361	1360
132	1321	1669	1488	1491
141	1414	1761	1588	1588
151	1522	1877	1695	1694
161	1633	1975	1799	1796
179	1808	2149	1979	1976
191	1928	2272	2099	2099
199	2005	2348	2178	2178
204	2055	2398	2231	2229
217	2192	2524	2359	2358
227	2292	2611	2458	2457
234	2366	2684	2525	2525
246	2477	2809	2647	2647
259	2623	2932	2779	2781
271	2741	3077	2907	2909
276	2795	3133	2963	2963
283	2871	3195	3038	3038
287	2905	3240	3083	3081
292	2971	3300	3132	3131
297	3019	3358	3184	3184
306	3124	3456	3283	3282
316	3217	3562	3386	3385
324	3293	3635	3468	3467
332	3369	3721	3552	3549
342	3481	3819	3647	3648
357	3629	3968	3791	3794
374	3779	4131	3955	3953
386	3891	4237	4059	4061
393	3946	4298	4124	4126
403	4046	4398	4221	4220
412	4137	4492	4305	4305
431	4286	4704	4488	4486
449	4460	4882	4667	4664
468	4641	5119	4858	4865
486	4825	5387	5070	5083
