depth	min	max	median	mean
0	-47	-36	-41	-41
15	118	721	348	366
45	817	1935	1309	1335
60	1409	2475	1912	1913
65	1654	2695	2129	2130
70	1821	3018	2369	2373
75	2100	3353	2718	2724
80	2426	3757	3111	3109
85	2876	4378	3751	3717
90	3775	4716	4238	4229
100	5463	5835	5683	5674
105	5740	5936	5833	5835
115	5857	6090	5965	5968
125	5965	6199	6082	6081
132	6052	6274	6160	6162
140	6126	6371	6249	6249
150	6246	6485	6365	6363
155	6310	6537	6423	6423
160	6384	6589	6480	6481
164	6434	6621	6524	6525
166	6462	6646	6546	6548
170	6496	6709	6593	6595
180	6578	6895	6713	6717
200	6764	7179	6962	6962
210	6856	7341	7092	7095
220	6975	7516	7232	7234
240	7198	7889	7513	7520
