depth	min	max	median	mean
0	-40	458	189	200
4	42	530	258	267
8	132	586	347	348
12	230	659	439	438
16	330	750	538	536
20	405	889	642	643
24	544	984	765	763
28	668	1096	880	880
32	779	1214	998	999
36	905	1333	1120	1121
40	1003	1477	1248	1247
44	1141	1588	1364	1365
48	1256	1694	1481	1480
52	1381	1789	1594	1590
56	1487	1883	1692	1689
60	1569	1971	1775	1776
64	1656	2037	1862	1858
68	1754	2095	1940	1934
72	1831	2169	2008	2006
76	1899	2233	2076	2074
80	1972	2303	2134	2135
84	2025	2345	2192	2191
88	2086	2402	2248	2246
92	2140	2455	2299	2299
96	2199	2512	2353	2352
98.5	2235	2546	2392	2389
102	2286	2607	2439	2439
104	2310	2634	2466	2466
108	2369	2699	2525	2525
112	2426	2766	2586	2587
116	2483	2842	2651	2654
120	2544	2934	2728	2728
124	2639	3000	2806	2805
128	2710	3069	2881	2883
132	2793	3152	2962	2965
136	2872	3237	3050	3050
140	2949	3345	3134	3135
144	3036	3402	3217	3218
148	3132	3479	3302	3302
152	3216	3568	3384	3385
156	3284	3665	3463	3467
160	3334	3750	3541	3543
164	3444	3818	3618	3621
168	3526	3893	3697	3700
172	3587	3981	3772	3775
176	3644	4061	3839	3844
180	3699	4144	3904	3910
182	3729	4170	3938	3942
