depth	min	max	median	mean
90	57	369	248	238
100	187	449	331	329
120	371	580	475	477
140	504	689	606	602
150	573	743	664	662
160	638	788	722	720
165	674	820	752	750
170	701	856	785	783
175	740	897	818	818
185	812	989	894	896
190	855	1026	938	938
195	909	1076	989	989
200	956	1128	1040	1041
205	1013	1190	1098	1098
210	1063	1248	1155	1156
215	1119	1309	1211	1213
220	1184	1371	1279	1279
225	1257	1442	1346	1347
230	1308	1501	1405	1407
235	1368	1562	1470	1470
240	1436	1641	1539	1537
245	1496	1701	1601	1598
250	1560	1774	1667	1667
255	1626	1833	1731	1730
260	1689	1900	1794	1794
265	1750	1970	1858	1858
270	1813	2034	1923	1926
275	1876	2108	1986	1989
280	1934	2189	2058	2061
285	2001	2287	2142	2144
290	2080	2364	2229	2225
295	2185	2483	2322	2325
300	2272	2584	2426	2425
305	2385	2698	2535	2535
315	2619	2951	2787	2784
320	2748	3049	2899	2898
325	2847	3183	3023	3023
330	3003	3305	3151	3152
335	3116	3426	3268	3269
340	3248	3549	3402	3400
345	3374	3683	3527	3529
350	3508	3812	3656	3657
355	3628	3935	3775	3776
360	3755	4063	3902	3906
365	3875	4185	4032	4031
370	4008	4312	4157	4158
372	4083	4338	4209	4209
375	4142	4425	4286	4286
377	4211	4454	4333	4336
379	4270	4507	4386	4386
380	4285	4543	4410	4411
383	4362	4617	4490	4488
385	4381	4700	4538	4540
387	4455	4761	4610	4609
389	4496	4885	4679	4679
390	4512	4960	4709	4714
392	8531	9036	8788	8787
394	12415	13243	12872	12859
395	14356	15364	14918	14895
397	14643	15440	15073	15063
399	14838	15583	15242	15230
400	14895	15689	15320	15313
402	15141	15768	15468	15468
404	15280	15920	15630	15622
405	15320	16059	15699	15699
407	15478	16124	15814	15812
409	15569	16252	15926	15925
410	15596	16374	15984	15981
415	15803	16614	16170	16179
420	15930	16761	16332	16337
425	16044	16919	16464	16468
430	16147	17092	16583	16587
435	16220	17222	16677	16682
440	16302	17332	16760	16769
