"labID","age","error","depth"
"267482",-54,1.5,0
"267483",-15,9,15
"267484",5,13.5,20
"267485",23,18.5,24
"267486",43,25,28
"267487",59,29.5,31
"267488",75,35,34
"267489",86,39,36
"267490",101,42.5,39
"267491",117,46.5,42
"267492",133,49.5,45
"267493",155,54,49
"267494",176,57.5,53
"267495",187,59,55
"267496",197,60,57
"267497",207,61.5,59
"267498",218,62,61
"267499",239,64,65
"267500",261,67,69
"267501",282,68,73
"267502",303,70,77
"267503",324,71,81
"267504",346,71.5,85
"267505",367,72,89
"267506",388,72.5,93
"267507",409,72.5,97
"267508",431,71.5,101
"267509",452,71.5,105
"267510",474,69.5,109
"267511",495,69,113
