"labID","age","error","depth"
"333481",6145,266,0
"333482",6370,266,5
"333483",6730,266,13
"333484",6885,266,25
"333485",7016,266,35
"333486",7116,266,45
"333487",7186,266,55
"333488",7257,266,65
"333489",7327,266,75
"333490",7944,266,85
"333491",8278,266,90
"333492",8622,266,100
"333493",8967,266,110
"333494",9139,266,115
"333495",9311,266,120
"333496",9483,266,125
"333497",9655,266,130
"333498",9999,266,140
"333499",10171,266,145
"333500",10344,266,150
"333501",10516,266,155
"333502",10688,266,160
"333503",10860,266,165
