"labID","age","error","depth"
"571406",2593,442.5,170
"571405",2697,405.5,175
"571404",2797,372,180
"571421",2899,332.5,185
"571417",2997,286.5,190
"571419",3190,194.5,200
"571424",3321,262.5,205
"571420",3455,298,210
"571426",3587,328,215
"571414",3723,328,220
"571407",3861,318.5,225
"571408",3999,297.5,230
"571409",4136,253,235
"571410",4233,272,240
"571412",4326,291,245
"571411",4419,312,250
"571413",4515,321.5,255
"571415",4607,328.5,260
"571416",4703,333,265
"571418",4798,328.5,270
"571425",4981,323,280
"571422",5080,313,285
"571423",5176,306,290
"571427",5270,295,295
"571428",5362,272.5,300
"571429",5455,248.5,305
"571431",5548,216.5,310
"571430",5629,178.5,315
"571432",5658,175,318
"571433",5679,175.5,320
"571437",5703,178,325
"571434",5728,179.5,330
"571435",5776,181.5,340
"571436",5873,186.5,360
"571438",5970,190,380
"571439",6018,195,390
"571440",6114,199,410
"571442",6212,205.5,430
"571441",6260,209,440
"571444",6357,210,460
"571443",6406,212.5,470
"571445",6504,213.5,490
"571447",6601,209.5,510
"571446",6699,210.5,530
"571448",6795,213,550
"571449",6843,210.5,560
"571450",6893,209.5,570
"571452",6941,208.5,580
"571454",6989,207.5,590
"571451",7038,204.5,600
"571453",7087,203.5,610
"571455",7136,203,620
"571458",7184,201.5,630
"571456",7234,196.5,640
"571459",7257,197,645
"571457",7281,195,650
"571460",7304,192.5,655
"571461",7329,194,660
"571463",7380,200,670
"571462",7407,202.5,675
