depth	min	max	median	mean
0	-49	-37	-43	-43
2	-42	49	-21	-13
4	-40	139	1	16
6	-27	202	31	47
8	-18	253	60	78
9	-14	288	77	94
10	-10	324	92	110
12.5	16	372	134	151
15	27	448	172	191
17.5	53	491	211	230
20	70	545	248	269
22.5	104	592	284	306
25	126	658	321	343
27.5	151	697	366	382
30	164	765	408	422
35	224	886	479	497
40	289	983	564	578
45	342	1101	642	655
50	400	1181	709	728
55	465	1286	788	806
60	530	1378	871	890
65	584	1472	945	964
70	650	1570	1027	1048
75	692	1672	1097	1122
80	772	1738	1178	1199
85	851	1846	1251	1278
90	901	1913	1321	1352
95	957	2012	1414	1434
100	998	2086	1497	1509
105	1075	2201	1568	1583
110	1146	2278	1630	1657
115	1185	2373	1722	1736
120	1254	2475	1796	1812
125	1324	2540	1871	1883
130	1370	2640	1941	1955
135	1433	2702	2026	2028
140	1510	2789	2090	2101
145	1554	2910	2171	2179
150	1633	3001	2240	2252
155	1670	3084	2314	2325
160	1746	3152	2386	2400
165	1798	3239	2461	2477
167	1833	3279	2488	2507
168	1845	3302	2501	2522
169.5	1871	3344	2524	2544
172	1892	3380	2565	2585
