depth	min	max	median	mean
2.5	-46	121	25	29
8.5	26	306	139	147
14.5	123	456	276	283
18.5	200	568	372	376
22.5	283	663	469	470
25.5	368	707	542	542
28.5	457	776	612	614
29.5	486	789	637	637
31.5	524	833	688	685
33.5	606	872	741	740
34.5	638	894	770	769
35.5	657	926	798	798
36.5	674	970	826	827
38.5	765	1038	899	897
40.5	816	1120	970	971
41.5	831	1192	1004	1008
43.5	949	1284	1121	1117
44.5	998	1344	1183	1177
45.5	1028	1447	1240	1238
48.5	1180	1638	1400	1401
49.5	1228	1675	1449	1450
50.5	1260	1726	1500	1499
51.5	1298	1809	1549	1548
52.5	1340	1867	1596	1592
53.5	1390	1890	1632	1632
55.5	1440	1983	1716	1712
56.5	1462	2046	1757	1752
57.5	1502	2087	1788	1788
59.5	1575	2132	1849	1851
63.5	1679	2288	1963	1971
65.5	1734	2339	2024	2026
67.5	1781	2422	2072	2077
68.5	1797	2438	2093	2094
69.5	1813	2450	2111	2112
