"labID","age","error","depth"
"165274",-2,47.5,2.5
"165275",125,162,8.5
"165276",253,276,14.5
"165277",338,352.5,18.5
"165278",432,340.5,22.5
"165279",508,296,25.5
"165280",584,258,28.5
"165281",609,247,29.5
"165282",660,225,31.5
"165283",711,207.5,33.5
"165284",736,201,34.5
"165285",761,196.5,35.5
"165286",787,194,36.5
"165287",837,192.5,38.5
"165288",908,189,40.5
"165289",975,182,41.5
"165290",1107,205.5,43.5
"165291",1174,225,44.5
"165292",1241,249,45.5
"165293",1441,341.5,48.5
"165294",1509,373.5,49.5
"165295",1575,408.5,50.5
"165296",1642,444.5,51.5
"165297",1709,480.5,52.5
"165298",1775,516.5,53.5
"165299",1908,594,55.5
"165300",1975,634.5,56.5
"165301",2041,674,57.5
"165302",2174,754.5,59.5
"165303",2365,622.5,63.5
"165304",2457,541,65.5
"165305",2549,461,67.5
"165306",2594,425,68.5
"165307",2640,391.5,69.5
