depth	min	max	median	mean
10	-61	188	49	52
12.5	-35	227	80	84
14	-24	257	99	104
15	-17	275	111	117
17.5	14	306	142	146
20	41	343	171	176
22.5	81	361	200	206
25	98	399	230	237
27.5	130	427	264	266
30	147	465	291	295
32.5	180	500	315	322
35	197	554	346	349
37.5	219	568	369	373
40	240	595	391	397
42.5	262	619	413	420
45	281	652	437	443
47.5	319	676	458	469
49	333	688	472	484
50.5	349	702	487	500
52.5	371	713	509	520
55	403	747	539	545
57.5	417	764	562	570
60	432	793	587	595
62.5	468	805	608	617
65	494	820	630	639
67.5	521	844	651	660
70	539	877	672	682
72.5	561	891	696	706
75	571	918	720	730
77.5	607	935	747	754
80	628	965	774	779
82.5	656	980	798	804
85	671	1010	824	829
87.5	699	1038	856	859
90	722	1070	887	889
92.5	751	1093	916	918
95	773	1129	944	946
99	824	1177	994	996
101	847	1205	1020	1021
105	871	1269	1074	1073
110	944	1327	1137	1136
115	998	1414	1210	1208
120	1074	1491	1279	1281
125	1144	1560	1361	1360
130	1211	1625	1434	1431
135	1261	1684	1502	1495
139	1334	1737	1558	1551
145	1428	1839	1645	1642
149	1494	1874	1704	1702
151	1526	1909	1732	1732
155	1581	1975	1796	1792
160	1636	2048	1859	1855
165	1711	2114	1927	1923
170	1773	2206	2011	2001
175	1836	2274	2077	2071
180	1920	2349	2146	2143
185	2019	2422	2220	2220
190	2092	2491	2304	2304
195	2164	2562	2380	2374
199	2225	2619	2439	2434
201	2247	2654	2470	2464
202	2260	2665	2485	2479
205	2291	2713	2530	2523
215	2404	2856	2673	2660
220	2491	2939	2744	2736
225	2558	3020	2815	2809
230	2641	3077	2881	2876
235	2722	3173	2959	2960
240	2810	3246	3044	3040
245	2898	3315	3116	3114
249	2970	3379	3179	3177
255	3039	3459	3264	3259
260	3114	3557	3350	3345
265	3183	3610	3423	3415
270	3255	3676	3486	3483
275	3334	3770	3568	3564
281	3421	3847	3656	3653
285	3464	3916	3724	3715
290	3561	3973	3787	3783
295	3637	4040	3860	3855
299	3690	4105	3916	3909
301	3709	4134	3949	3939
305	3762	4210	4012	4004
310	3859	4286	4087	4081
315	3924	4354	4152	4148
320	3987	4436	4232	4224
325	4078	4499	4304	4298
330	4150	4569	4376	4369
335	4222	4645	4448	4444
340	4306	4743	4533	4529
345	4377	4807	4605	4601
349	4437	4858	4663	4658
351	4466	4887	4692	4687
355	4518	4956	4750	4746
360	4588	5035	4821	4821
365	4661	5098	4894	4890
370	4741	5168	4978	4971
375	4808	5252	5051	5045
380	4888	5326	5127	5123
385	4944	5389	5199	5192
390	5031	5460	5272	5264
395	5124	5531	5345	5338
399	5177	5584	5404	5395
402	5219	5625	5443	5439
405	5259	5672	5490	5484
410	5315	5743	5565	5558
415	5405	5803	5633	5627
420	5469	5890	5709	5703
425	5572	5981	5778	5780
430	5664	6047	5857	5855
434	5725	6092	5908	5910
440	5799	6185	6004	5998
442	5845	6206	6031	6027
445	5883	6248	6069	6070
447	5906	6266	6098	6098
451	5963	6327	6156	6153
455	6016	6373	6207	6205
460	6089	6436	6269	6267
465	6159	6509	6328	6331
470	6206	6584	6388	6389
475	6259	6647	6451	6451
485	6397	6766	6571	6571
490	6455	6835	6629	6633
495	6517	6899	6691	6695
499	6569	6944	6736	6742
501	6594	6973	6760	6765
505	6633	7021	6813	6814
510	6687	7067	6863	6868
515	6743	7120	6920	6921
520	6795	7159	6975	6974
525	6837	7215	7031	7030
530	6902	7258	7080	7081
536	6964	7332	7144	7144
540	6996	7375	7183	7185
545	7060	7429	7242	7241
548	7101	7457	7277	7277
550	7114	7495	7301	7301
555	7174	7532	7352	7354
560	7223	7597	7417	7415
565	7274	7649	7473	7471
570	7324	7714	7525	7526
575	7389	7775	7585	7585
580	7439	7829	7637	7636
585	7503	7888	7696	7696
590	7557	7946	7751	7752
595	7604	8000	7815	7812
598	7632	8033	7853	7848
600	7644	8071	7878	7873
605	7696	8145	7947	7940
610	7755	8224	8023	8013
615	7800	8314	8096	8085
620	7873	8418	8171	8164
625	7924	8540	8270	8257
630	8010	8712	8404	8385
635	8075	8863	8523	8493
640	8157	8966	8636	8602
645	8218	9162	8817	8755
647	8265	9216	8888	8816
651	8334	9373	9011	8939
655	8388	9541	9135	9064
660	8530	9753	9337	9240
665	8668	9883	9488	9387
670	8824	10066	9706	9570
675	8997	10268	9893	9760
680	9115	10433	10051	9938
685	9270	10639	10279	10146
690	9481	10856	10448	10334
695	9664	11040	10628	10514
699	9823	11166	10819	10696
701.5	9891	11258	10915	10790
703.5	9951	11316	10977	10855
705.5	10006	11400	11040	10920
707.5	10113	11439	11121	10987
711	10203	11566	11253	11112
711.5	10233	11578	11281	11134
714	10335	11675	11380	11240
715	10371	11745	11418	11283
717	10515	11784	11499	11360
719	10619	11856	11571	11438
722	10790	11979	11699	11563
725	10887	12127	11817	11691
727	11006	12183	11900	11767
729	11090	12281	11961	11843
732.5	11255	12392	12110	11978
733.5	11289	12424	12150	12017
734	11306	12449	12167	12036
735	11323	12499	12200	12075
736	11357	12526	12247	12110
738	11410	12588	12313	12178
744.5	11623	12849	12528	12401
745	11634	12874	12542	12419
746.5	11697	12907	12610	12475
748	11769	12952	12663	12532
751	11877	13088	12771	12644
752.5	11941	13132	12832	12699
754.5	12016	13205	12893	12772
755	12033	13226	12908	12791
756	12072	13251	12963	12830
758	12157	13338	13045	12909
759.5	12222	13438	13091	12968
772	12664	13929	13559	13451
773.5	12720	13977	13622	13507
776	12816	14085	13715	13601
778.5	12920	14149	13813	13696
780	12985	14227	13861	13753
783.5	13118	14313	14005	13888
785	13177	14395	14057	13946
786.5	13243	14426	14118	14004
788.5	13362	14484	14189	14082
790	13416	14566	14248	14141
792.5	13522	14632	14360	14234
793	13544	14653	14378	14253
796	13627	14774	14491	14365
797.5	13676	14828	14561	14420
799	13734	14906	14608	14476
800	13781	14963	14634	14513
802.5	13870	15028	14740	14608
805	13938	15123	14824	14702
806	13969	15148	14865	14738
807.5	14011	15205	14924	14792
809	14040	15292	14977	14846
813	14170	15443	15102	14981
815	14223	15535	15154	15046
828	14520	16000	15664	15502
832.5	14604	16156	15835	15654
835	14657	16237	15927	15733
836	14676	16256	15960	15762
841	14767	16414	16116	15901
843	14795	16465	16178	15952
845	14825	16537	16221	16004
847	14877	16568	16267	16046
850	14954	16659	16323	16110
