depth	min	max	median	mean
5	-71	270	34	55
15	6	443	186	194
20	49	557	251	262
25	89	640	318	329
30	138	714	390	399
35	194	804	463	469
40	237	868	540	536
45	280	957	609	604
50	349	1017	678	673
55	404	1121	758	754
60	446	1240	843	839
65	508	1368	955	935
70	566	1488	1058	1031
75	594	1609	1173	1132
80	659	1754	1299	1244
85	726	1898	1446	1372
90	786	2188	1601	1528
95	878	2393	1792	1685
100	941	2629	1994	1864
105	1008	2833	2172	2019
110	1071	3033	2388	2180
115	1159	3283	2553	2339
120	1208	3513	2711	2477
125	1300	3617	2857	2601
130	1376	3750	2973	2714
135	1473	3925	3073	2819
140	1555	4017	3160	2916
145	1616	4102	3239	3002
150	1672	4209	3328	3091
155	1770	4310	3417	3177
