depth	min	max	median	mean
5	-58	557	232	243
20	142	790	463	467
30	309	963	621	627
50	640	1271	967	966
70	1019	1573	1305	1304
80	1177	1741	1470	1464
100	1553	2066	1805	1806
120	1902	2372	2147	2149
140	2279	2725	2512	2506
160	2653	3050	2857	2851
170	2836	3226	3031	3033
190	3194	3580	3385	3387
210	3570	3969	3766	3768
230	3985	4330	4154	4153
250	4375	4740	4556	4558
270	4799	5135	4968	4969
290	5212	5528	5371	5371
295	5312	5616	5463	5464
320	5722	6061	5901	5898
330	5874	6201	6040	6040
350	6131	6419	6277	6275
370	6349	6630	6496	6495
390	6575	6822	6697	6699
405	6730	6976	6852	6852
430	6977	7276	7123	7126
460	7355	7699	7534	7533
480	7802	8254	8031	8030
505	8416	8945	8670	8672
530	8961	9420	9196	9199
540	9168	9585	9387	9384
560	9507	9940	9721	9721
580	9838	10272	10048	10049
605	10214	10683	10448	10450
620	10438	10915	10696	10690
640	10817	11191	11015	11011
660	11234	11465	11351	11352
680	11702	12362	12019	12023
700	12030	12913	12422	12433
