depth	min	max	median	mean
37	723	1483	1140	1125
76	1585	2319	1940	1943
117	2602	3370	2994	2993
137	3146	3857	3511	3515
150	3539	4224	3872	3877
170	4121	4742	4443	4440
175	4274	4881	4578	4576
197	4832	5482	5137	5140
207	5051	5713	5386	5388
217	5276	5958	5632	5631
257	6207	6827	6524	6520
267	6450	7029	6734	6734
297	7063	7584	7339	7332
307	7272	7770	7534	7533
317	7487	7955	7722	7719
327	7669	8138	7908	7908
337	7865	8317	8086	8088
347	8039	8496	8267	8270
357	8209	8704	8461	8462
367	8409	8922	8653	8658
377	8585	9109	8849	8848
387	8754	9311	9032	9029
397	8942	9507	9211	9215
407	9107	9738	9396	9398
417	9231	9909	9558	9560
