depth	min	max	median	mean
5	441	1028	713	718
15	660	1217	935	931
25	901	1541	1203	1208
35	1250	1847	1544	1545
45	1598	2251	1935	1932
55	1993	2726	2378	2373
65	2459	3189	2845	2837
75	2951	3599	3273	3273
85	3330	3998	3659	3661
95	3770	4498	4142	4137
105	4211	4860	4541	4542
115	4649	5257	4956	4951
125	5034	5566	5312	5313
135	5317	5804	5591	5584
145	5559	5972	5768	5769
155	5709	6126	5924	5923
165	5860	6231	6049	6048
175	5968	6332	6159	6158
185	6064	6422	6260	6256
195	6169	6524	6353	6350
205	6272	6616	6445	6445
215	6365	6711	6535	6536
225	6455	6792	6625	6625
235	6533	6882	6712	6714
245	6633	6981	6807	6806
255	6734	7087	6903	6906
265	6832	7207	7016	7012
275	6951	7320	7134	7134
285	7075	7465	7264	7264
295	7196	7592	7398	7398
305	7362	7768	7552	7554
315	7503	7948	7710	7715
325	7652	8081	7881	7877
335	7819	8271	8051	8049
345	8000	8445	8218	8221
355	8161	8610	8392	8389
365	8341	8778	8565	8564
375	8524	8947	8740	8740
385	8711	9137	8912	8914
395	8875	9315	9094	9095
405	9053	9516	9274	9275
415	9202	9665	9440	9443
425	9397	9841	9620	9618
435	9564	10019	9793	9793
445	9747	10179	9967	9966
455	9915	10349	10133	10131
465	10080	10497	10300	10297
475	10254	10668	10451	10453
485	10408	10822	10607	10609
495	10560	10960	10751	10751
505	10710	11079	10891	10892
515	10839	11198	11018	11020
525	10956	11309	11129	11130
535	11064	11402	11228	11233
545	11165	11501	11330	11330
555	11265	11591	11419	11420
565	11345	11672	11506	11506
575	11427	11749	11588	11585
585	11504	11833	11668	11666
595	11593	11914	11747	11750
605	11680	12002	11827	11829
615	11759	12074	11907	11909
625	11838	12144	11987	11988
635	11914	12210	12063	12063
645	11985	12288	12144	12142
655	12073	12370	12222	12221
665	12139	12448	12296	12296
675	12223	12515	12373	12371
685	12294	12602	12449	12449
695	12363	12686	12526	12528
705	12447	12754	12606	12607
715	12542	12830	12680	12683
725	12620	12915	12761	12761
735	12698	13001	12839	12841
745	12782	13073	12917	12919
755	12853	13155	12994	12995
765	12933	13225	13074	13075
775	13014	13306	13154	13154
785	13075	13383	13233	13229
795	13151	13454	13315	13312
802.5	13221	13522	13377	13375
807.5	13264	13568	13417	13417
812.5	13313	13604	13459	13459
817.5	13364	13644	13502	13502
822.5	13407	13690	13547	13546
827.5	13452	13742	13591	13592
832.5	13496	13801	13636	13639
837.5	13539	13852	13682	13687
842.5	13585	13896	13732	13737
846	13624	13935	13771	13775
848	13639	13961	13797	13799
850	13653	13998	13819	13823
852	13677	14030	13849	13853
