depth	min	max	median	mean
108	-35	158	74	68
119	232	422	326	326
130	505	716	608	609
142	749	1050	904	904
161	1190	1542	1365	1365
177	1535	1859	1711	1708
185	1705	2021	1867	1864
204	2080	2429	2257	2255
213	2253	2613	2423	2427
229	2578	2994	2771	2776
239	2777	3176	2967	2969
246	2927	3332	3128	3127
255	3079	3544	3322	3322
269	3418	3897	3656	3659
277	3627	4100	3868	3867
289	3955	4396	4169	4166
298	4181	4628	4406	4406
309	4501	4894	4698	4699
317	4716	5094	4910	4906
330	5052	5401	5223	5222
339	5256	5568	5416	5415
348	5412	5690	5561	5556
357	5521	5770	5653	5651
367	5623	5845	5733	5732
378	5694	5906	5804	5803
386	5746	5945	5845	5845
396	5798	5993	5891	5891
406	5845	6026	5931	5932
416	5887	6058	5970	5970
426	5923	6093	6006	6006
429	5933	6104	6015	6016
433	5946	6115	6026	6028
440	5967	6132	6047	6049
443	5975	6141	6057	6058
449	5992	6156	6072	6074
455	6011	6174	6088	6090
467	6038	6205	6121	6120
476	6067	6227	6144	6144
486	6089	6253	6169	6169
497	6114	6280	6195	6195
508	6142	6308	6222	6223
517	6162	6331	6243	6245
527	6187	6360	6268	6270
540	6214	6395	6298	6300
546	6229	6410	6313	6314
559	6259	6440	6344	6346
569	6286	6468	6369	6371
577	6302	6489	6387	6390
588	6332	6517	6417	6418
599	6360	6543	6445	6446
609	6382	6573	6471	6472
619	6407	6596	6496	6498
629	6431	6632	6525	6527
640	6458	6660	6556	6558
659	6516	6721	6612	6612
668	6534	6747	6637	6639
679	6569	6782	6672	6673
689	6599	6821	6704	6705
699	6630	6863	6740	6740
708	6655	6897	6772	6772
719	6696	6939	6812	6814
729	6728	6976	6851	6853
740	6773	7032	6899	6899
748	6807	7070	6932	6933
759	6856	7124	6983	6985
769	6898	7172	7034	7034
779	6948	7236	7086	7087
789	7001	7299	7145	7145
799	7047	7369	7205	7208
808	7102	7447	7262	7268
819	7170	7551	7355	7358
829	7249	7666	7454	7452
839	7325	7818	7563	7565
