depth	min	max	median	mean
1	-64	4	-30	-30
25	115	476	271	281
51	397	864	610	614
101	1028	1552	1286	1287
151	1654	2214	1942	1943
201	2302	2927	2619	2620
251	2916	3605	3279	3276
301	3539	4246	3896	3894
351	4150	4840	4484	4487
401	4713	5377	5036	5036
451	5237	5849	5548	5545
501	5713	6332	6039	6035
551	6222	6815	6521	6516
601	6700	7283	6992	6994
625	6954	7531	7241	7237
651	7223	7806	7518	7518
675	7500	8092	7784	7784
701	7782	8392	8076	8081
725	8055	8634	8345	8348
751	8345	8933	8638	8642
775	8603	9229	8923	8924
801	8918	9604	9243	9248
825	9176	9969	9565	9569
851	9474	10370	9925	9928
875	9781	10769	10272	10276
901	10077	11260	10649	10654
951	10732	12088	11396	11397
975	11065	12492	11763	11754
1001	11399	12945	12146	12152
1051	12093	13776	12886	12899
1075	12383	14190	13252	13258
1096	12643	14514	13573	13578
