depth	min	max	median	mean
4	-75	-23	-63	-59
5	-73	-18	-58	-54
6	-71	-14	-53	-50
8	-69	-2	-44	-42
9	-69	9	-40	-37
10	-64	11	-35	-33
11	-62	14	-31	-29
12	-59	21	-26	-25
13	-57	26	-22	-21
14	-55	33	-18	-16
15	-51	36	-14	-12
16	-48	42	-10	-8
17	-45	46	-6	-4
18	-43	52	-2	0
19	-41	60	2	4
20	-37	62	6	8
21	-33	64	10	12
22	-29	69	14	16
23	-27	77	18	20
24	-24	82	22	24
25	-19	86	25	28
26	-13	90	29	31
27	-11	92	34	35
28	-9	96	38	39
29	-7	103	42	43
30	-3	106	45	46
31	0	108	49	50
32	3	110	53	54
33	4	114	57	57
34	8	120	60	61
35	14	122	64	65
36	17	124	68	69
37	21	127	72	73
38	24	133	76	77
39	26	141	79	81
40	31	144	83	84
41	34	146	88	88
42	36	148	91	92
43	39	154	95	96
44	41	158	99	100
45	48	162	103	103
46	51	166	106	107
47	55	169	110	111
48	59	174	114	115
49	62	177	117	118
50	66	182	121	122
51	69	184	126	126
52	74	186	130	130
53	78	188	134	134
54	82	193	138	137
55	87	195	141	141
56	90	199	145	144
57	92	202	148	148
58	94	207	152	152
59	97	211	155	155
60	102	215	159	159
61	107	220	163	163
62	111	223	167	167
63	116	228	171	171
64	120	234	175	174
65	124	236	178	178
66	127	238	182	182
67	129	242	185	185
68	132	247	190	189
69	134	251	193	193
70	138	255	196	196
71	142	258	199	199
72	144	262	203	203
73	147	268	206	206
74	149	271	210	210
75	154	275	213	213
76	158	278	217	216
77	160	281	220	220
78	163	284	223	223
79	166	288	226	227
80	173	290	230	230
81	177	293	234	233
82	180	294	237	237
83	182	300	240	240
84	185	302	243	244
85	188	305	247	247
86	196	307	250	251
87	199	310	254	254
88	201	315	258	258
89	203	318	262	261
90	209	322	265	265
91	213	325	269	268
92	217	327	272	271
93	219	331	276	275
94	221	332	278	278
95	225	336	281	281
96	227	340	285	285
97	230	343	288	288
98	233	344	292	291
99	237	349	295	295
100	241	351	299	298
101	244	353	302	302
102	246	356	306	305
103	251	359	310	308
104	253	364	313	312
105	259	366	316	315
106	264	371	319	318
107	267	374	322	321
108	271	377	325	325
109	273	383	328	328
110	279	385	331	331
111	284	389	335	335
112	287	392	339	339
113	289	396	342	342
114	291	402	346	346
115	296	404	349	349
116	302	407	352	353
117	305	409	355	356
118	308	412	359	359
119	312	417	362	363
120	314	420	365	366
121	319	423	369	369
122	321	427	373	372
123	322	430	376	375
124	323	434	379	378
125	328	435	382	382
126	333	439	385	385
127	335	442	389	388
128	338	446	391	391
129	341	450	395	395
130	344	451	398	398
131	347	453	401	401
132	350	455	405	404
133	352	457	408	407
134	355	460	411	410
135	360	463	413	413
136	362	466	416	416
137	365	469	420	419
138	368	473	423	422
139	369	477	425	425
140	375	480	429	428
141	379	482	431	431
142	385	484	434	434
143	388	488	437	438
144	391	493	440	441
145	395	497	443	444
146	397	499	447	446
147	400	501	450	449
148	402	504	452	452
149	404	508	455	455
150	406	511	458	458
151	409	513	461	461
152	411	516	464	464
153	413	519	467	466
154	417	524	469	469
155	421	525	472	472
156	424	529	475	475
157	426	530	477	478
158	429	533	480	481
159	431	536	483	483
160	436	539	486	486
161	439	542	488	489
162	442	544	491	492
163	445	547	494	494
164	447	548	497	497
165	451	551	500	500
166	452	553	502	503
167	455	556	505	505
168	457	559	508	508
169	460	563	511	511
170	463	566	514	513
171	467	568	516	516
172	469	573	518	518
173	472	576	520	521
174	474	579	523	524
175	477	580	525	526
176	480	582	527	529
177	481	585	530	531
178	484	589	533	534
179	485	595	536	537
180	488	596	539	540
181	491	599	542	542
182	494	602	545	545
183	497	604	548	548
184	498	608	551	551
185	502	609	554	554
186	502	612	557	557
187	506	614	560	560
188	510	618	563	563
189	513	622	566	566
190	515	623	569	569
191	518	626	572	572
192	520	628	576	575
193	524	632	578	578
194	526	637	580	581
195	530	640	584	584
196	532	642	587	587
197	535	645	590	590
198	537	648	593	593
199	539	652	596	596
200	542	655	599	599
201	547	657	602	602
202	550	662	605	605
203	552	668	608	609
204	554	673	612	612
205	558	675	615	615
206	561	677	619	618
207	564	679	622	622
208	568	681	625	625
209	568	684	628	628
210	574	687	633	632
211	579	691	637	636
212	581	696	640	640
213	585	702	644	644
214	589	707	648	648
215	594	710	651	651
216	599	711	654	655
217	602	716	658	659
218	606	722	661	663
219	609	729	665	667
220	614	730	669	671
221	619	734	673	675
222	623	740	677	679
223	626	745	682	683
224	627	752	687	687
225	632	754	691	692
226	636	758	696	697
227	639	762	701	701
228	642	765	705	706
229	644	772	710	711
230	652	778	715	715
231	658	782	720	720
232	661	790	724	725
233	664	796	728	729
234	666	803	733	734
235	673	808	739	740
236	679	812	746	745
237	681	817	752	751
238	685	824	757	757
239	688	831	763	762
240	696	835	769	768
241	703	842	776	775
242	709	847	782	781
243	713	856	789	787
244	715	867	795	793
245	726	873	803	801
246	735	880	811	808
247	739	886	818	816
248	748	895	824	823
249	754	910	832	831
250	764	916	840	840
251	771	925	850	848
252	776	932	859	857
253	783	944	867	866
254	784	959	874	874
255	798	967	887	886
256	812	975	899	898
257	827	986	910	910
258	836	1007	921	922
259	843	1028	932	934
260	856	1034	942	944
261	865	1043	953	954
262	875	1055	963	964
263	883	1071	973	975
264	889	1088	983	985
265	907	1095	994	997
266	925	1103	1007	1009
267	934	1110	1022	1021
268	943	1126	1034	1033
269	946	1147	1045	1046
270	968	1152	1057	1057
271	983	1160	1069	1069
272	990	1175	1081	1081
273	996	1186	1095	1093
274	1003	1207	1107	1105
275	1025	1212	1118	1117
276	1040	1222	1131	1129
277	1047	1233	1142	1140
278	1056	1247	1154	1152
279	1067	1264	1164	1164
280	1079	1271	1175	1174
281	1091	1277	1185	1184
282	1101	1282	1195	1195
283	1110	1297	1203	1205
284	1117	1314	1213	1215
285	1127	1319	1220	1223
286	1139	1325	1228	1231
287	1147	1333	1237	1239
288	1156	1340	1245	1247
289	1162	1349	1253	1254
290	1175	1356	1263	1264
291	1181	1360	1273	1274
292	1190	1370	1284	1284
293	1200	1380	1294	1293
294	1204	1393	1303	1303
295	1219	1402	1311	1312
296	1226	1409	1321	1320
297	1233	1417	1330	1328
298	1242	1426	1338	1337
299	1248	1439	1344	1345
300	1259	1446	1353	1354
302	1273	1471	1372	1372
304	1281	1498	1391	1390
306	1304	1510	1408	1408
308	1317	1531	1424	1425
310	1335	1549	1441	1443
312	1354	1565	1460	1459
314	1371	1584	1475	1476
316	1390	1595	1495	1494
318	1407	1618	1511	1512
320	1424	1639	1531	1531
322	1443	1661	1549	1549
324	1454	1693	1565	1568
326	1482	1713	1590	1591
328	1493	1745	1610	1613
330	1516	1771	1633	1638
332	1545	1786	1660	1663
334	1562	1822	1684	1689
336	1598	1853	1722	1723
338	1623	1903	1757	1757
340	1644	1945	1786	1787
342	1668	1969	1816	1815
360	1923	2172	2055	2052
362	1951	2188	2080	2076
364	1964	2215	2104	2100
366	2002	2225	2122	2119
368	2021	2241	2141	2138
370	2042	2256	2159	2157
372	2062	2274	2179	2175
374	2077	2298	2196	2194
376	2103	2310	2211	2211
378	2122	2328	2227	2228
380	2136	2343	2244	2245
382	2160	2355	2261	2261
384	2170	2376	2278	2277
386	2194	2383	2290	2291
388	2212	2394	2305	2305
390	2232	2410	2318	2319
391	2240	2413	2326	2326
392	2249	2419	2333	2333
393	2256	2424	2340	2341
394	2262	2433	2347	2348
395	2276	2439	2354	2354
396	2285	2443	2361	2361
397	2290	2447	2368	2368
398	2294	2456	2375	2375
399	2299	2467	2382	2382
400	2309	2470	2388	2388
401	2316	2474	2393	2394
402	2322	2479	2400	2400
403	2326	2487	2407	2406
404	2330	2495	2413	2412
405	2338	2502	2419	2419
406	2345	2509	2425	2426
407	2352	2516	2433	2433
408	2358	2525	2439	2440
409	2363	2534	2446	2447
410	2371	2539	2453	2453
411	2376	2545	2459	2460
412	2381	2551	2466	2466
413	2385	2557	2473	2473
414	2391	2567	2480	2480
415	2399	2572	2487	2486
416	2406	2579	2494	2493
417	2411	2588	2500	2499
418	2414	2595	2507	2506
419	2416	2606	2513	2513
420	2429	2612	2522	2521
421	2440	2621	2530	2530
422	2447	2627	2539	2538
423	2453	2638	2549	2547
424	2457	2650	2558	2555
425	2473	2658	2567	2566
426	2479	2664	2576	2576
427	2487	2675	2587	2586
428	2492	2689	2599	2596
429	2498	2704	2607	2606
430	2515	2714	2619	2618
431	2529	2726	2630	2630
432	2542	2740	2642	2642
433	2551	2760	2653	2653
