"labID","age","error","depth"
"241504",11083.785205,415.716524230519,495
"241505",11271.580605,442.923687720827,500
"241506",11465.333275,453.303498593225,505
"241507",11648.03456,447.948600515232,510
"241508",11811.158895,435.31340145357,515
"241509",11955.49887,419.48020846326,520
"241510",12035.689375,408.735459866065,523
"241511",12214.496345,387.040059498546,530
"241512",12347.40165,378.105575324047,535
"241513",12496.388205,370.188822361758,540
"241514",12660.0918,347.920518827925,545
"241515",12812.38633,307.189514053682,550
"241516",12998.79088,253.902591647559,555
"241517",13389.30085,267.067760810783,560
"241518",13658.336395,314.865334601246,563
"241519",13988.598765,392.683765345632,566
"241520",14420.68406,397.312729181134,570
"241521",14895.755315,459.786184467921,575
"241522",15281.922935,496.486489740532,577.5
"241523",15969.148405,408.984678049667,582
"241524",16336.89644,390.233211358644,585
"241525",16899.19839,387.868276046449,590
"241526",17500.83882,366.78159129073,595
"241527",17961.99399,345.87395266581,600
"241528",18457.43007,274.756721211714,605
"241529",18867.70191,302.50943752938,610
"241530",19796.64918,329.756412742232,620
"241531",20806.37143,355.753724844105,630
"241532",21820.81836,351.007806598885,640
"241533",22764.60922,286.051448722849,650
