"labID","age","error","depth"
"538367",2330,115,26
"538368",2350,111,27
"538371",2371,102,28
"538369",2392,96,29
"538373",2411,85,30
"538374",2429,82.5,31
"538370",2444,85.5,32
"538372",2459,86,33
"538376",2474,86.5,34
"538375",2488,89,35
"538377",2502,88,36
"538378",2516,88.5,37
"538379",2530,88.5,38
"538380",2544,87.5,39
"538381",2559,87.5,40
"538382",2573,88.5,41
"538383",2587,86.5,42
"538384",2601,85.5,43
"538385",2616,86,44
"538386",2630,82,45
"538387",2644,79,46
"538389",2658,79,47
"538388",2673,74.5,48
"538390",2688,75,49
"538391",2704,80,50
"538392",2721,79.5,51
"538393",2739,84,52
"538395",2758,93,53
"538394",2782,98.5,54
"538396",2805,109,55
"538397",2826,117,56
"538399",2848,136,57
"538398",3422,195,58
"538401",3435,195.5,59
"538400",3448,193.5,60
"538402",3460,193.5,61
"538403",3473,194,62
"538404",3485,192.5,63
"538405",3497,193.5,64
"538406",3510,194,65
"538407",3522,193.5,66
"538408",3535,194,67
"538409",3548,195,68
"538410",3561,193,69
"538411",3574,193.5,70
"538412",3588,194,71
"538413",3601,195.5,72
"538414",3615,196,73
"538415",3629,197.5,74
"538416",3644,200,75
