"labID","age","error","depth"
"139374",81,119,5
"139375",196,238,10
"139376",310,356.5,15
"139377",429,311,20
"139378",548,304,25
"139379",765,235.5,35
"139380",1042,242.5,52
"139381",1193,316.5,65
"139382",1542,372,95
"139383",2009,302.5,135
"139384",2391,368.5,160
"139385",2910,490,190
"139386",3426,421,220
"139387",3760,276,240
"139388",3920,300.5,250
"139389",4072,384.5,260
"139390",4366,527,280
"139391",4805,656,310
"139392",5248,724,340
"139393",5701,767.5,370
"139394",6225,772,405
"139395",6736,707,440
"139396",7035,640.5,475
