depth	min	max	median	mean
120	-75	-26	-65	-61
160	8	155	74	75
180	70	233	144	146
200	134	310	215	217
220	200	396	290	291
240	268	487	369	369
260	343	560	448	449
280	426	651	530	533
300	503	753	621	624
320	606	848	724	724
340	697	962	826	829
360	815	1075	947	945
380	929	1203	1071	1071
400	1079	1335	1203	1204
404	1117	1362	1236	1235
416	1192	1456	1331	1329
428	1301	1567	1435	1434
440	1411	1685	1544	1547
452	1542	1802	1671	1671
464	1668	1924	1804	1803
476	1818	2065	1940	1941
480	1859	2111	1986	1988
488	1984	2211	2094	2094
500	2132	2390	2259	2260
508	2263	2496	2377	2378
516	2380	2613	2495	2495
520	2441	2671	2553	2553
524	2497	2725	2613	2612
532	2622	2853	2737	2736
540	2733	2978	2857	2858
544	2803	3039	2924	2922
548	2867	3104	2991	2988
560	3047	3323	3179	3180
570	3191	3489	3342	3341
580	3353	3654	3502	3501
590	3494	3828	3666	3665
600	3661	3983	3824	3826
610	3804	4151	3979	3981
620	3966	4313	4141	4142
630	4118	4466	4293	4293
640	4261	4641	4444	4445
660	4544	4924	4744	4742
684	4910	5264	5093	5091
688	4966	5308	5149	5147
696	5080	5424	5256	5254
728	5524	5812	5671	5671
732	5594	5852	5720	5721
736	5648	5896	5774	5772
740	5682	5963	5823	5823
752	5820	6139	5970	5974
777	6092	6553	6299	6309
