depth	min	max	median	mean
0	-71	83	-19	-12
10	-15	198	74	80
25	85	371	211	213
50	259	629	435	439
75	458	852	659	661
100	668	1077	887	883
125	867	1297	1094	1094
150	1065	1523	1307	1304
175	1283	1743	1516	1516
200	1491	1958	1733	1732
225	1710	2180	1943	1942
250	1919	2406	2157	2157
275	2138	2643	2377	2378
300	2379	2894	2606	2612
325	2607	3118	2864	2860
350	2866	3411	3126	3132
375	3125	3719	3435	3431
400	3444	4093	3765	3767
425	3817	4511	4148	4144
450	4166	4917	4519	4519
475	4540	5323	4909	4914
500	4953	5777	5334	5339
525	5389	6193	5775	5777
550	5832	6623	6215	6226
575	6290	7038	6658	6656
600	6708	7461	7075	7075
625	7130	7865	7470	7478
650	7531	8259	7883	7887
675	7946	8635	8293	8292
700	8331	9054	8682	8684
725	8744	9468	9086	9090
750	9103	9864	9492	9487
775	9471	10290	9867	9873
800	9832	10705	10261	10268
830	10248	11243	10734	10743
855	10583	11727	11131	11135
860	10633	11808	11214	11215
