depth	min	max	median	mean
300	9919	10576	10257	10257
330	10335	11150	10718	10724
400	11205	12451	11782	11792
500	12506	14080	13226	13252
550	13214	14857	13964	13980
600	13850	15582	14654	14679
640	14331	16237	15204	15222
700	15082	17058	15964	15987
770	15793	17911	16792	16804
850	16652	18799	17646	17661
950	17578	19783	18611	18639
1020	18192	20380	19251	19268
1080	18689	20957	19760	19778
1150	19253	21511	20325	20343
1230	19837	22166	20934	20957
1290	20331	22585	21379	21403
1325	20582	22825	21614	21651
1370	20853	23110	21941	21964
1420	21218	23508	22272	22301
1470	21524	23824	22603	22629
1495	21705	24009	22768	22793
1520	21855	24163	22916	22953
1530	21922	24224	22972	23015
1560	22114	24432	23173	23204
1590	22306	24676	23357	23395
1620	22488	24823	23561	23587
1670	22779	25169	23879	23907
1800	23634	26023	24713	24756
