depth	min	max	median	mean
0	-36	-25	-31	-31
4	-24	169	35	45
15	73	495	251	263
24	231	683	442	447
27	289	760	506	510
30	329	844	570	573
37	452	1008	701	709
46	599	1214	875	884
57	782	1412	1097	1099
70	1006	1695	1351	1351
74	1079	1765	1436	1428
78	1151	1842	1511	1502
83	1228	1939	1597	1594
86	1282	2000	1650	1649
91	1371	2100	1740	1739
96	1447	2213	1831	1832
103	1585	2346	1955	1959
112	1735	2537	2119	2119
126	1953	2865	2356	2358
131	2031	2905	2441	2443
141	2145	3134	2603	2611
157	2390	3407	2851	2866
175	2652	3764	3140	3156
207	3053	4277	3648	3652
