depth	min	max	median	mean
0	-59	-47	-53	-53
4	-45	125	10	19
8	3	224	107	110
12	93	352	193	201
16	167	420	283	287
20	250	502	376	375
24	353	549	442	444
28	430	594	502	505
32	490	646	560	563
40	587	767	665	669
44	646	816	711	715
48	695	853	759	762
52	742	898	804	808
56	781	958	849	854
60	821	992	895	899
64	868	1042	943	947
68	911	1091	991	992
72	959	1142	1038	1040
76	1001	1188	1087	1089
80	1050	1237	1133	1135
84	1105	1292	1183	1187
88	1157	1336	1231	1236
92	1208	1390	1285	1290
96	1268	1456	1349	1353
100	1332	1528	1425	1427
104	1403	1597	1491	1494
108	1470	1673	1561	1564
112	1535	1743	1631	1633
116	1590	1817	1700	1701
120	1649	1893	1768	1767
124	1715	1953	1834	1834
128	1802	2016	1897	1901
132	1872	2076	1972	1973
136	1942	2156	2046	2047
140	1998	2228	2112	2113
144	2085	2304	2189	2190
148	2168	2385	2276	2276
152	2237	2498	2370	2370
156	2349	2653	2480	2488
160	2472	2816	2671	2662
164	2670	2915	2799	2800
168	2813	3032	2932	2930
172	2908	3173	3042	3041
176	2995	3284	3136	3135
180	3068	3375	3224	3224
184	3187	3456	3310	3315
186	3228	3522	3354	3357
188	3264	3557	3394	3397
192	3337	3632	3474	3473
196	3408	3699	3544	3546
200	3465	3775	3620	3620
204	3547	3854	3695	3696
208	3624	3921	3767	3768
212	3705	3981	3838	3840
216	3782	4035	3906	3910
220	3848	4091	3973	3972
224	3938	4157	4038	4039
228	4014	4222	4107	4110
232	4083	4296	4179	4182
236	4150	4388	4255	4258
240	4215	4492	4343	4346
244	4314	4570	4438	4438
248	4395	4662	4523	4525
252	4469	4763	4605	4606
256	4535	4868	4677	4682
260	4571	4968	4745	4751
264	4627	5061	4811	4819
268	4669	5149	4876	4885
272	4704	5232	4944	4950
276	4762	5324	5003	5013
280	4797	5420	5061	5075
