depth	min	max	median	mean
0	1795	2385	2144	2138
60	2453	2852	2667	2662
101	2740	3084	2916	2918
161	3075	3369	3221	3220
217	3349	3603	3475	3473
247	3480	3726	3594	3594
277	3600	3835	3711	3711
319	3749	3983	3860	3862
359	3891	4115	4001	3999
419	4083	4312	4198	4198
469	4244	4473	4361	4360
519	4416	4627	4521	4521
559	4537	4753	4650	4649
599	4671	4886	4773	4774
652	4831	5051	4941	4942
692	4963	5171	5067	5067
706	5004	5220	5110	5110
799	5290	5517	5397	5400
852	5453	5675	5567	5569
892	5585	5816	5701	5699
929	5718	5933	5824	5824
969	5857	6072	5970	5969
1006	5997	6219	6109	6109
1050	6186	6411	6294	6293
1090	6367	6585	6472	6473
1121	6513	6747	6626	6629
1161	6730	6979	6862	6858
1201	7000	7250	7130	7127
1229	7207	7480	7342	7343
1281	7661	7940	7798	7798
1303	7871	8142	8006	8004
1332	8137	8429	8286	8284
1362	8424	8724	8574	8575
1402	8816	9112	8962	8961
1420	8964	9277	9120	9120
1470	9382	9728	9550	9550
1500	9620	9988	9789	9791
1553	10024	10421	10224	10222
1595	10362	10792	10575	10576
1641	10738	11259	10997	10997
1691	11180	11821	11478	11485
1723	11500	12210	11827	11840
1792	12195	13152	12647	12655
1857	12950	14062	13468	13479
1907	13543	14822	14157	14171
