"labID","age","error","depth"
"242896",280,266,12.5
"242897",413,266,17.5
"242898",678,266,27.5
"242899",810,266,32.5
"242900",1076,266,42.5
"242901",1181,266,47.5
"242902",1260,266,52.5
"242903",1339,266,57.5
"242904",1417,266,62.5
"242905",1496,266,67.5
"242906",1574,266,72.5
"242907",1653,266,77.5
"242908",1732,266,82.5
"242909",1810,266,87.5
"242910",1889,266,92.5
"242911",1968,266,97.5
"242912",2046,266,102.5
"242913",2125,266,107.5
"242914",2204,266,112.5
"242915",2282,266,117.5
"242916",2361,266,122.5
"242917",2440,266,127.5
"242918",2518,266,132.5
"242919",2597,266,137.5
"242920",2669,266,142.5
"242921",2813,266,152.5
"242922",2886,266,157.5
"242923",2958,266,162.5
"242924",3030,266,167.5
"242925",3102,266,172.5
"242926",3174,266,177.5
"242927",3247,266,182.5
"242928",3319,266,187.5
"242929",3391,266,192.5
"242930",3463,266,197.5
"242931",3535,266,202.5
"242932",3607,266,207.5
"242933",3680,266,212.5
"242934",3752,266,217.5
"242935",3824,266,222.5
"242936",3896,266,227.5
"242937",4136,266,232.5
"242938",4376,266,237.5
"242939",4615,266,242.5
"242940",4855,266,247.5
"242941",5095,266,252.5
"242942",5334,266,257.5
"242943",5574,266,262.5
"242944",5814,266,267.5
"242945",6029,266,272.5
"242946",6244,266,277.5
"242947",6459,266,282.5
"242948",6674,266,287.5
"242949",6889,266,292.5
"242950",7104,266,297.5
"242951",7319,266,302.5
"242952",7534,266,307.5
"242953",7749,266,312.5
"242954",7964,266,317.5
"242955",8179,266,322.5
"242956",8486,266,327.5
"242957",8793,266,332.5
"242958",9100,266,337.5
"242959",9407,266,342.5
"242960",9714,266,347.5
"242961",9920,266,352.5
"242962",10126,266,357.5
"242963",10332,266,362.5
"242964",10538,266,367.5
"242965",10744,266,372.5
"242966",10951,266,377.5
"242967",11136,266,382
"242968",11379,266,385.2
"242969",11570,266,387.7
"242970",11767,266,390.3
"242971",11950,266,392.7
"242972",12140,266,395.2
"242973",12216,266,397.5
