depth	min	max	median	mean
5.5	-52	202	52	58
10.5	3	294	132	136
32	300	797	528	536
50.5	605	1370	951	960
122	2142	3333	2742	2745
150.5	2850	4071	3468	3469
160	3077	4339	3716	3720
209	4421	5551	5000	4998
221	4751	5872	5335	5325
233	5084	6183	5644	5641
240	5275	6370	5833	5830
254	5654	6756	6237	6226
280	6491	7475	6983	6983
290	6760	7827	7279	7279
310	7335	8396	7891	7884
330	7989	9062	8512	8511
340.5	8284	9403	8831	8832
351	8631	9707	9170	9164
360	8934	10019	9464	9465
370.5	9299	10291	9808	9802
380.5	9647	10595	10114	10117
394.5	10111	10926	10537	10531
405.5	10474	11183	10834	10837
417	10776	11431	11109	11108
425	10981	11593	11289	11286
430	11079	11703	11395	11391
440	11274	11892	11576	11578
452.5	11514	12114	11808	11809
472.5	11845	12466	12167	12162
480	11973	12619	12298	12299
492.5	12227	12807	12516	12519
512.5	12574	13164	12868	12868
530	12830	13495	13162	13161
542.5	13026	13727	13370	13368
570.5	13427	14272	13821	13823
612.5	13997	15008	14467	14481
632.5	14286	15353	14782	14793
670.5	14802	16013	15356	15375
722.5	15480	16933	16157	16171
792	16484	18143	17220	17230
