depth	min	max	median	mean
0	-40	-28	-34	-34
5	-22	309	92	102
10	55	518	251	259
15	156	698	406	414
20	310	889	578	581
25	458	1026	754	749
30	620	1218	921	922
33	753	1326	1033	1038
38	939	1568	1248	1251
43	1098	1960	1499	1507
48	1313	2356	1789	1799
53	1579	2700	2082	2100
58	1834	3016	2382	2395
63	2078	3337	2665	2674
68	2319	3581	2923	2930
73.5	2591	3857	3198	3212
79	2860	4123	3474	3485
84.5	3145	4389	3748	3745
90	3337	4587	3978	3979
95	3588	4787	4174	4178
100	3768	4940	4355	4364
105	3992	5088	4539	4550
110	4156	5254	4738	4728
115	4321	5421	4895	4895
120	4536	5600	5065	5055
125	4700	5723	5206	5214
130	4861	5879	5356	5361
145	5259	6223	5717	5727
160	5533	6570	6033	6041
