depth	min	max	median	mean
1	-70	103	0	3
4	-49	141	37	38
13	17	296	142	145
22	91	448	246	252
27	127	526	302	311
32	171	606	364	371
470	5232	6110	5670	5667
472	5260	6131	5697	5691
474	5286	6157	5720	5716
476	5311	6173	5746	5742
478	5346	6183	5768	5766
480	5367	6211	5797	5790
482	5386	6237	5819	5814
485	5418	6275	5857	5852
487	5436	6299	5881	5876
489	5461	6329	5899	5900
491	5474	6359	5927	5924
493	5514	6367	5951	5948
495	5536	6401	5970	5973
497	5552	6432	5990	5997
499	5588	6456	6013	6021
501	5617	6485	6037	6045
503	5643	6521	6063	6070
505	5668	6544	6089	6095
507	5682	6573	6114	6120
509	5707	6609	6142	6145
511	5733	6646	6176	6170
513	5759	6667	6200	6195
515	5770	6686	6223	6220
517	5794	6712	6249	6245
1020	11946	13051	12497	12499
1105	13055	14069	13565	13566
1115	13177	14185	13693	13690
1125	13325	14302	13827	13821
1136	13479	14475	13978	13975
1180	14081	15202	14635	14624
