"labID","age","error","depth"
"143393",-22,15,0.5
"143394",40,41.5,1.5
"143395",101,69,2.5
"143396",162,96.5,3.5
"143397",223,123.5,4.5
"143398",285,151,5.5
"143399",346,178.5,6.5
"143400",407,206,7.5
"143401",468,233.5,8.5
"143402",529,260.5,9.5
"143403",591,288,10.5
"143404",652,315.5,11.5
"143405",713,343,12.5
"143406",774,370.5,13.5
"143407",835,398,14.5
"143408",892,397.5,15.5
"143409",945,365,16.5
"143410",998,334,17.5
"143411",1051,307.5,18.5
"143412",1104,282,19.5
"143413",1368,199,24.5
"143414",1630,261,29.5
"143415",2033,213.5,34.5
"143416",2497,236.5,40
