depth	min	max	median	mean
2	-74	20	-53	-46
4	-69	32	-42	-35
6	-66	47	-29	-23
8	-59	62	-17	-12
10	-51	71	-6	-2
12	-47	86	5	9
14	-37	98	16	20
16	-32	114	27	31
18	-23	127	39	43
20	-12	138	52	55
22	-7	154	65	68
24	8	168	76	80
26	19	187	88	93
28	30	200	102	106
30	41	218	116	119
32	46	241	129	133
34	60	250	144	148
36	72	264	159	163
38	85	288	176	179
40	100	307	195	198
42	111	334	214	216
44	135	356	240	242
46	155	397	263	267
48	177	436	293	299
50	205	491	334	338
52	222	567	370	377
54	302	650	470	472
56	341	785	563	567
58	457	927	691	692
60	584	1084	859	848
62	652	1310	1009	1004
64	901	1453	1184	1178
66	1021	1645	1357	1353
68	1205	1818	1531	1525
70	1401	1946	1703	1694
72	1491	2215	1860	1863
74	1768	2321	2055	2050
76	1935	2519	2240	2237
78	2120	2704	2422	2421
80	2312	2863	2609	2604
82	2417	3134	2784	2786
84	2703	3268	3014	3005
86	2863	3508	3237	3224
88	3084	3742	3451	3444
90	3348	3919	3672	3666
92	3518	4259	3887	3888
94	3777	4378	4103	4096
96	3915	4615	4314	4305
98	4135	4842	4527	4523
100	4405	5009	4765	4750
102	4553	5366	4983	4977
104	4826	5477	5194	5187
106	4959	5736	5410	5397
108	5207	5962	5619	5617
110	5536	6134	5852	5845
112	5677	6420	6083	6073
114	5989	6554	6292	6288
116	6165	6796	6518	6503
118	6391	6999	6708	6704
120	6660	7111	6895	6892
122	6793	7356	7084	7079
124	6918	7413	7160	7160
126	6989	7508	7238	7241
128	7030	7613	7294	7300
