depth	min	max	median	mean
0	-45	-39	-42	-42
5	-33	-27	-30	-30
10	-21	-14	-18	-18
15	-12	-1	-6	-6
20	-3	13	6	6
25	8	37	22	22
30	21	63	40	40
35	36	89	60	61
40	51	120	82	83
45	72	155	108	109
50	94	199	139	141
55	120	247	175	177
60	144	296	210	213
65	175	343	254	255
70	212	403	298	300
75	246	467	342	346
80	280	538	398	402
90	370	685	510	515
100	454	818	623	627
110	546	968	737	742
120	637	1102	860	861
130	738	1218	971	974
140	854	1349	1090	1089
150	948	1456	1212	1208
160	1062	1591	1324	1325
170	1175	1734	1447	1448
180	1302	1848	1564	1566
190	1400	1974	1686	1687
200	1519	2099	1808	1809
210	1627	2233	1931	1930
220	1738	2364	2046	2046
230	1864	2477	2173	2168
240	1962	2607	2286	2288
250	2076	2754	2405	2413
260	2189	2878	2532	2536
275	2396	3068	2721	2724
280	2447	3142	2794	2794
290	2587	3269	2923	2923
300	2724	3411	3053	3056
310	2850	3538	3182	3188
320	2960	3669	3318	3320
330	3074	3853	3445	3451
340	3199	3998	3583	3584
350	3341	4130	3713	3717
360	3465	4262	3857	3857
370	3594	4427	4001	3999
375	3661	4503	4068	4072
