depth	min	max	median	mean
0	-62	-4	-32	-33
10	138	1502	691	709
20	661	2432	1482	1504
30	1416	3299	2386	2373
40	2219	4013	3207	3186
50	3128	4607	3932	3923
60	4062	5200	4638	4636
70	4574	5704	5143	5145
80	5050	6196	5605	5608
90	5524	6602	6063	6064
100	5970	7070	6467	6478
110	6348	7423	6873	6871
120	6766	7789	7298	7287
130	7205	8151	7698	7680
140	7605	8471	8057	8052
150	8017	8782	8410	8410
160	8363	9124	8735	8742
170	8659	9412	9043	9042
180	8974	9727	9336	9335
190	9247	10022	9616	9621
200	9550	10292	9914	9918
210	9837	10600	10228	10222
220	10143	11035	10557	10561
230	10454	11430	10909	10914
240	10787	11800	11238	11255
250	11048	12082	11541	11549
260	11331	12365	11835	11837
270	11585	12650	12086	12089
280	11752	12872	12299	12303
290	11901	13135	12483	12495
300	12043	13339	12658	12663
