depth	min	max	median	mean
120	166	685	435	433
135	332	804	579	575
205	910	1272	1101	1099
220	1023	1358	1201	1198
240	1154	1475	1311	1312
255	1231	1544	1388	1390
280	1356	1663	1510	1509
300	1441	1748	1597	1598
310	1481	1783	1641	1640
370	1735	2005	1872	1873
400	1852	2120	1982	1982
430	1961	2225	2088	2091
460	2062	2323	2196	2194
490	2165	2426	2299	2297
505	2218	2489	2350	2349
520	2268	2535	2401	2400
540	2331	2601	2468	2468
555	2393	2647	2523	2522
580	2484	2744	2611	2612
605	2577	2828	2706	2704
625	2657	2901	2781	2779
640	2717	2956	2836	2836
655	2769	3020	2894	2895
670	2829	3080	2953	2952
685	2883	3141	3012	3011
700	2944	3194	3070	3070
715	3004	3256	3126	3127
730	3055	3307	3183	3182
795	3288	3569	3431	3430
810	3350	3626	3489	3488
825	3408	3688	3546	3546
835	3443	3741	3583	3585
900	3713	4032	3867	3867
915	3781	4098	3934	3936
930	3861	4187	4010	4014
960	4015	4363	4184	4184
990	4193	4591	4375	4380
1020	4408	4921	4641	4646
