depth	min	max	median	mean
0.5	-61	162	25	31
1.5	-49	171	39	44
2.5	-39	185	54	57
4.5	-24	214	79	84
6.5	3	236	105	109
8.5	21	258	132	134
10.5	41	279	158	159
12.5	65	295	182	184
14.5	85	324	208	209
16.5	115	343	231	231
18.5	139	364	251	252
20.5	156	389	272	273
22.5	178	407	292	293
24.5	196	432	310	312
26.5	221	451	330	331
28.5	244	461	349	349
30.5	257	479	367	367
32.5	279	492	384	383
34.5	290	507	401	399
36.5	310	521	416	415
38.5	325	535	432	432
40.5	341	554	448	448
42.5	363	567	464	464
44.5	381	594	479	481
46.5	396	607	494	496
48.5	412	621	510	511
50.5	426	641	526	527
52.5	442	656	542	543
54.5	455	674	558	559
56.5	473	684	573	575
58.5	490	706	591	592
60.5	505	725	607	609
62.5	524	738	622	625
64.5	533	761	640	641
66.5	553	774	657	659
68.5	568	792	674	676
70.5	580	818	692	695
72.5	599	836	711	715
74.5	614	863	731	735
76.5	634	888	754	756
78.5	645	915	777	778
80.5	663	951	801	802
82.5	680	977	828	829
84.5	690	1039	856	856
