"labID","age","error","depth"
"220734",81,106.5,5
"220735",242,149,15
"220736",322,180,20
"220737",403,213.5,25
"220738",483,248.5,30
"220739",563,284.5,35
"220740",644,320.5,40
"220741",724,357,45
"220742",804,393.5,50
"220743",885,430.5,55
"220744",965,467.5,60
"220745",1045,504.5,65
"220746",1126,542,70
"220747",1206,579,75
"220748",1286,616.5,80
"220749",1367,654,85
"220750",1447,691.5,90
"220751",1527,729,95
"220752",1608,767,100
"220753",1688,804.5,105
"220754",1768,842.5,110
"220755",1849,880,115
"220756",1929,918,120
"220757",2009,955.5,125
"220758",2090,993.5,130
"220759",2170,1031.5,135
"220760",2250,1069.5,140
"220761",2331,1107,145
"220762",2411,1145,150
"220763",2492,1183,155
"220764",2572,1221,160
"220765",2756,1149,165
"220766",2940,1082,170
"220767",3124,1020.5,175
"220768",3307,966,180
"220769",3491,921.5,185
"220770",3675,887,190
"220771",3859,863,195
"220772",4043,851.5,200
"220773",4227,850,205
"220774",4411,860.5,210
"220775",4595,883,215
"220776",4779,915.5,220
"220777",4963,958,225
"220778",5146,1007,230
"220779",5330,1066,235
"220780",5514,1132.5,240
"220781",5698,1204.5,245
"220782",6061,1085.5,250
"220783",6423,981,255
"220784",6786,894.5,260
"220785",7148,840.5,265
"220786",7511,835,270
"220787",7873,879,275
"220788",8236,950.5,280
"220789",8598,1047.5,285
"220790",8961,1163,290
"220791",9323,1301.5,295
"220792",9686,1454.5,300
"220793",10048,1613.5,305
"220794",10411,1777.5,310
"220795",10773,1944,315
"220796",11136,2115,320
"220797",11498,2285.5,325
"220798",11861,2461,330
"220799",12223,2636.5,335
