depth	min	max	median	mean
1	-27	-12	-20	-20
5	-22	3	-12	-11
10	-14	21	0	1
20	0	59	26	27
30	21	90	53	54
40	46	127	83	84
45	61	149	100	101
50	77	171	121	121
60	110	238	166	169
80	186	375	274	277
100	283	519	392	393
110	323	582	445	449
150	531	837	677	680
160	581	902	739	740
180	696	1038	860	861
200	810	1162	975	979
210	865	1220	1039	1040
230	985	1357	1156	1159
260	1136	1542	1340	1340
280	1248	1656	1462	1457
310	1426	1835	1640	1637
330	1552	1963	1758	1759
350	1682	2089	1879	1880
360	1724	2144	1933	1937
380	1844	2274	2057	2058
400	1966	2396	2177	2178
410	2009	2456	2235	2237
430	2135	2583	2359	2358
450	2264	2704	2484	2481
470	2395	2824	2608	2605
490	2515	2943	2732	2732
510	2643	3052	2858	2854
530	2762	3177	2979	2978
550	2902	3314	3110	3110
560	2977	3377	3177	3175
570	3035	3432	3242	3241
580	3097	3501	3310	3307
590	3162	3564	3375	3373
600	3237	3638	3446	3442
610	3300	3713	3517	3513
630	3437	3845	3654	3652
650	3585	3987	3797	3795
670	3739	4150	3941	3942
690	3873	4289	4087	4088
710	4019	4441	4234	4235
730	4169	4604	4391	4388
750	4313	4748	4533	4534
770	4447	4895	4680	4677
790	4583	5047	4820	4820
810	4728	5204	4965	4966
830	4871	5322	5109	5106
850	5015	5473	5249	5247
870	5156	5604	5389	5389
890	5306	5737	5529	5531
910	5445	5887	5669	5668
930	5587	6037	5807	5808
950	5720	6200	5942	5947
970	5860	6339	6083	6089
990	6000	6476	6231	6231
1010	6122	6613	6368	6372
1030	6267	6765	6517	6515
1050	6420	6917	6654	6658
1070	6569	7083	6796	6808
1090	6709	7230	6956	6964
1110	6864	7391	7115	7120
1130	7021	7550	7277	7280
1150	7170	7719	7439	7443
1170	7320	7867	7605	7605
1190	7496	8057	7773	7774
1210	7656	8251	7944	7944
1230	7847	8428	8122	8123
1250	8011	8592	8302	8306
1270	8186	8800	8503	8498
1290	8383	9008	8691	8691
1310	8594	9202	8891	8896
1330	8809	9426	9110	9109
1350	9028	9663	9312	9325
1360	9133	9778	9431	9438
1370	9243	9897	9547	9553
1390	9499	10154	9801	9808
1400	9635	10263	9938	9938
1410	9773	10396	10076	10072
1420	9892	10548	10207	10212
1430	10035	10716	10341	10354
1440	10166	10862	10483	10496
1450	10262	11019	10637	10640
