depth	min	max	median	mean
0	-39	302	120	121
10	70	437	239	240
40	383	826	610	611
60	782	1392	1070	1077
80	1427	2298	1865	1856
120	3527	4690	4140	4133
140	5152	6188	5678	5675
170	6863	7615	7260	7254
200	7715	8498	8105	8106
240	8596	9275	8949	8946
260	8978	9677	9336	9334
280	9378	10063	9708	9711
320	10051	10799	10420	10425
360	10743	11521	11137	11137
400	11494	12204	11833	11836
422	11893	12520	12198	12201
440	12191	12780	12487	12492
470	12701	13211	12952	12954
480	12847	13353	13104	13102
485	12914	13444	13171	13174
