depth	min	max	median	mean
1	252	718	503	498
5	365	828	614	609
10	566	1070	798	804
15	762	1399	1069	1073
20	1041	1792	1437	1429
25	1442	2229	1845	1840
30	1838	2672	2270	2269
35	2274	3130	2730	2718
40	2770	3618	3189	3184
45	3170	4142	3673	3664
50	3672	4552	4130	4132
55	4167	4914	4559	4545
57	4361	5075	4727	4721
60	4572	5405	5022	5010
65	5034	5909	5476	5476
70	5505	6317	5946	5933
75	5944	6705	6333	6334
80	6317	7052	6686	6684
85	6665	7379	7031	7028
90	7023	7706	7375	7369
95	7363	7990	7688	7683
100	7701	8324	8010	8007
105	7981	8657	8315	8316
110	8295	8964	8640	8636
115	8605	9283	8964	8960
120	8928	9582	9256	9255
125	9150	9831	9495	9494
130	9297	10060	9651	9658
140	9501	10309	9874	9886
