depth	min	max	median	mean
145	6234	6769	6498	6500
150	7090	7561	7339	7336
165	7445	7788	7605	7609
170	7532	7850	7680	7685
175	7610	7929	7759	7761
180	7684	8051	7852	7853
190	7940	8628	8249	8262
200	8368	9249	8839	8830
205	8718	9533	9135	9132
210	9035	9785	9442	9432
215	9451	10038	9724	9730
220	9685	10280	9988	9982
225	9921	10519	10245	10235
230	10174	10736	10450	10451
235	10379	10887	10650	10645
240	10584	11029	10815	10811
245	10729	11147	10934	10936
250	10854	11247	11049	11053
255	10950	11360	11151	11154
260	11059	11450	11241	11245
265	11137	11548	11338	11338
270	11225	11638	11424	11426
275	11291	11752	11504	11505
