"labID","age","error","depth"
"152585",-36,13.5,1
"152586",-19,39,3
"152587",-1,65,5
"152588",18,70.5,7
"152589",36,82.5,9
"152590",55,89.5,11
"152591",74,93.5,13
"152592",92,105,15
"152593",111,103.5,17
"152594",129,108.5,19
"152595",148,110,21
"152596",166,110.5,23
"152597",184,117,25
"152598",203,111,27
"152599",221,112,29
"152600",242,111,31
"152601",266,111.5,33
"152602",290,120.5,35
"152603",318,117.5,37
"152604",347,124,39
"152605",375,127,41
"152606",405,128,43
"152607",434,140,45
"152608",463,127,47
"152609",492,125,49
"152610",523,121.5,51
"152611",557,119,53
"152612",591,130,55
"152613",625,117.5,57
"152614",660,119.5,59
"152615",693,113,61
"152616",726,96,63
"152617",759,96,65
"152618",780,88,67
"152619",801,90.5,69
"152620",820,91,71
"152621",839,89,73
"152622",857,93.5,75
"152623",877,90.5,77
"152624",896,95.5,79
"152625",916,98.5,81
"152626",935,100,83
"152627",955,108.5,85
"152628",975,102.5,87
"152629",994,104.5,89
"152630",1014,103,91
"152631",1034,98,93
"152632",1053,103,95
"152633",1070,102,97
"152634",1086,107,99
"152635",1103,109.5,101
"152636",1119,111.5,103
"152637",1135,117.5,105
"152638",1151,116.5,107
"152639",1167,119,109
"152640",1183,120.5,111
"152641",1200,121.5,113
"152642",1216,125.5,115
"152643",1232,122,117
"152644",1249,125,119
"152645",1264,125,121
