depth	min	max	median	mean
0	83	396	250	245
1	115	402	265	262
2	132	413	281	278
3	154	428	300	295
4	168	445	315	311
5	180	473	331	328
6	205	489	348	346
7	224	501	365	364
8	238	514	383	382
9	254	537	402	400
10	267	561	421	418
11	302	574	442	439
12	329	590	463	459
13	347	611	483	480
14	361	639	503	501
15	378	673	524	522
16	405	686	546	544
17	427	705	568	567
18	445	727	592	590
19	463	749	612	612
20	475	787	634	635
21	520	801	660	662
22	553	820	689	688
23	575	848	717	715
24	587	889	742	741
25	599	925	767	768
26	653	945	798	799
27	690	983	829	831
28	717	1021	860	862
29	735	1065	890	893
30	752	1120	920	925
31	818	1146	969	974
32	861	1192	1021	1023
33	895	1241	1075	1072
34	925	1311	1123	1121
35	939	1402	1172	1169
36	1037	1424	1228	1227
37	1118	1454	1285	1285
38	1172	1505	1349	1343
39	1211	1569	1408	1401
40	1243	1655	1462	1459
41	1316	1679	1510	1508
42	1377	1708	1560	1556
43	1436	1756	1610	1605
44	1473	1809	1657	1653
45	1509	1882	1705	1702
46	1568	1901	1741	1742
47	1619	1925	1785	1781
48	1655	1960	1828	1821
49	1684	2019	1868	1861
50	1714	2082	1904	1900
51	1769	2098	1936	1934
52	1816	2120	1968	1967
53	1853	2154	2002	2000
54	1873	2190	2038	2033
55	1898	2238	2071	2067
56	1940	2254	2095	2092
57	1972	2271	2120	2118
58	1994	2293	2144	2144
59	2008	2322	2169	2169
60	2021	2374	2193	2195
61	2046	2388	2213	2212
62	2060	2404	2229	2230
63	2074	2433	2245	2247
