"labID","age","error","depth"
"134029",-5,62,4
"134030",416,403.5,44
"134031",842,469,84
"134032",1274,398.5,124
"134033",1683,177,164
"134034",1970,333,204
"134035",2253,442,244
"134036",2537,530.5,284
"134037",2825,591,324
"134038",3336,623.5,364
"134039",3945,588.5,404
"134040",4529,328,444
"134041",5055,432.5,484
"134042",5567,550,524
"134043",6070,527.5,564
"134044",6590,331.5,604
"134045",7232,570.5,644
"134046",7967,735,684
"134047",8341,709.5,704
"134048",8705,619,724
"134049",10304,776.5,784
"134050",11071,695.5,804
"134051",11921,539,824
"134052",12467,690,844
"134053",12718,672.5,864
"134054",13221,590.5,904
"134055",13466,508.5,944
"134056",13711,439.5,964
"134057",13957,657,984
"134058",14204,965.5,1004
"134059",14450,1311.5,1024
"134060",14697,1665.5,1044
"134061",14943,2014,1064
"134062",15189,2368,1084
"134063",15432,2731.5,1104
"134064",15921,3441,1144
