"labID","age","error","depth"
"162632",128,211.5,1
"162633",778,1041,5
"162634",1617,1363.5,10
"162635",2992,1334,18
"162636",3332,1386,20
"162637",4182,1101,25
"162638",4910,894,30
"162639",5409,1161.5,35
"162640",5918,1387,40
"162641",6435,1511.5,45
"162642",6931,1657.5,50
"162643",7441,1745,55
"162644",7950,1794,60
"162645",8461,1844.5,65
"162646",8962,1904,70
"162647",9471,1930.5,75
"162648",9993,1919.5,80
"162649",10501,1886.5,85
"162650",11012,1837.5,90
"162651",11514,1781,95
"162652",12016,1732,100
"162653",12529,1656,105
"162654",13049,1549.5,110
"162655",13547,1406.5,115
"162656",14044,1200,120
"162657",14556,1231.5,125
