depth	min	max	median	mean
8	58	430	267	260
12	114	459	309	306
18	191	511	377	371
22	245	545	415	409
26	295	577	448	443
30	334	607	477	476
34	365	636	508	506
38	397	670	534	535
42	428	698	564	564
46	457	727	591	593
50	483	761	621	621
54	508	797	649	649
58	539	821	677	679
62	571	856	706	708
78	685	980	829	830
82	706	1014	864	863
86	750	1047	900	899
90	791	1089	939	939
94	833	1146	988	984
98	874	1205	1035	1037
102	924	1264	1097	1097
106	983	1326	1156	1157
110	1030	1420	1215	1216
118	1109	1591	1332	1335
