depth	min	max	median	mean
34.5	-42	67	14	13
42.5	20	117	67	67
58.5	133	297	208	210
66.5	3664	5369	4606	4585
74.5	4942	6558	5936	5850
82.5	5966	6876	6454	6452
90.5	6487	7184	6858	6848
98.5	6827	7426	7151	7145
106.5	7105	7597	7387	7375
114.5	7383	7738	7575	7568
122.5	7577	7851	7722	7720
130.5	7682	7945	7819	7816
138.5	7764	8031	7900	7899
146.5	7838	8112	7975	7974
154.5	7901	8203	8046	8049
162.5	7975	8272	8119	8120
170.5	8045	8334	8188	8189
178.5	8106	8407	8257	8258
186.5	8174	8482	8327	8327
194.5	8242	8562	8396	8397
202.5	8308	8635	8469	8468
210.5	8386	8698	8533	8536
218.5	8446	8775	8602	8604
226.5	8509	8847	8672	8673
234.5	8578	8915	8740	8740
242.5	8639	8978	8804	8804
250.5	8699	9047	8873	8872
258.5	8767	9120	8939	8938
266.5	8827	9189	8997	9001
282.5	8947	9332	9134	9137
298.5	9077	9461	9265	9266
314.5	9210	9611	9403	9405
330.5	9343	9727	9544	9540
346.5	9494	9857	9674	9673
354.5	9565	9924	9744	9742
362.5	9631	9978	9807	9806
370.5	9694	10045	9872	9871
378.5	9771	10102	9938	9938
386.5	9850	10161	10008	10008
394.5	9913	10242	10072	10075
402.5	9991	10297	10143	10143
410.5	10058	10358	10210	10210
418.5	10122	10415	10276	10277
426.5	10204	10485	10344	10342
434.5	10266	10538	10403	10404
442.5	10345	10594	10473	10472
450.5	10436	10658	10544	10544
458.5	10508	10714	10605	10608
466.5	10584	10764	10670	10672
474.5	10637	10837	10738	10738
482.5	10702	10947	10816	10817
490.5	10770	11037	10892	10896
498.5	10844	11139	10981	10984
506.5	10917	11231	11070	11069
514.5	10986	11335	11153	11157
522.5	11078	11443	11253	11256
530.5	11156	11556	11349	11352
538.5	11251	11672	11450	11454
546.5	11361	11787	11557	11563
554.5	11457	11917	11677	11680
562.5	11580	12068	11802	11808
570.5	11689	12202	11930	11938
578.5	11801	12355	12070	12070
586.5	11930	12513	12199	12203
594.5	12029	12661	12342	12340
602.5	12163	12823	12477	12478
610.5	12279	12975	12627	12624
618.5	12451	13103	12767	12770
626.5	12577	13256	12915	12920
634.5	12728	13392	13055	13059
642.5	12879	13554	13205	13207
650.5	13005	13693	13346	13347
658.5	13140	13851	13501	13500
666.5	13276	14005	13643	13643
674.5	13410	14135	13781	13780
682.5	13562	14263	13914	13920
690.5	13706	14419	14060	14067
698.5	13834	14560	14216	14208
706.5	13992	14687	14349	14345
714.5	14127	14806	14501	14488
722.5	14281	14925	14641	14630
730.5	14444	15059	14771	14765
738.5	14602	15201	14903	14898
746.5	14725	15313	15037	15026
754.5	14886	15417	15158	15157
762.5	15015	15529	15276	15278
770.5	15111	15640	15390	15391
778.5	15242	15745	15504	15503
786.5	15374	15855	15614	15611
794.5	15478	15954	15715	15713
802.5	15577	16048	15807	15809
810.5	15675	16145	15903	15903
818.5	15769	16226	15992	15995
826.5	15866	16323	16082	16089
834.5	15949	16411	16185	16183
842.5	16054	16496	16273	16269
850.5	16129	16584	16368	16366
858.5	16226	16682	16464	16459
866.5	16331	16768	16555	16554
874.5	16428	16872	16649	16648
882.5	16519	16991	16750	16747
898.5	16717	17225	16951	16956
914.5	16932	17440	17163	17167
930.5	17124	17650	17376	17377
946.5	17333	17848	17587	17591
962.5	17561	18070	17814	17811
978.5	17754	18287	18026	18024
994.5	17974	18502	18242	18243
1010.5	18198	18726	18465	18467
1026.5	18419	18986	18705	18701
