depth	min	max	median	mean
5	-72	153	2	14
7.5	-51	173	36	43
10	-38	210	68	72
12.5	-11	234	96	100
15	5	281	124	129
17.5	41	307	158	162
20	61	340	191	194
22.5	107	372	226	230
25	129	429	261	265
27.5	178	455	303	307
30	195	516	344	348
32.5	245	549	389	391
35	271	603	430	434
37.5	322	666	491	492
40	348	770	548	550
45	467	964	704	707
47.5	692	1111	899	898
50	794	1404	1086	1089
55	1073	1567	1342	1334
60	1226	1682	1472	1466
65	1346	1771	1569	1565
70	1461	1836	1660	1656
75	1563	1910	1743	1742
80	1642	1994	1818	1821
85	1722	2067	1895	1895
90	1790	2148	1968	1969
95	1863	2213	2038	2040
100	1937	2284	2106	2110
105	2003	2361	2174	2179
110	2076	2428	2241	2243
115	2135	2504	2310	2312
120	2197	2571	2377	2379
125	2236	2656	2439	2443
128	2283	2710	2484	2487
